transcript_id,gene_id,gene_symbol,pathway_id,annotation_version
Cre18.g749947.t1.1,Cre18.g749947,FAP21,,v5.5
Cre18.g749997.t1.1,Cre18.g749997,,,v5.5
Cre18.g750047.t1.1,Cre18.g750047,,,v5.5
Cre19.g750097.t1.1,Cre19.g750097,,,v5.5
Cre19.g750147.t1.1,Cre19.g750147,,,v5.5
Cre19.g750197.t1.1,Cre19.g750197,,,v5.5
Cre19.g750247.t1.1,Cre19.g750247,,Creinhardtii PWY-6475,v5.5
Cre19.g750297.t1.1,Cre19.g750297,,,v5.5
Cre19.g750397.t1.1,Cre19.g750397,,,v5.5
Cre19.g750447.t1.1,Cre19.g750447,,,v5.5
Cre19.g750497.t1.1,Cre19.g750497,,,v5.5
Cre19.g750547.t1.1,Cre19.g750547,,,v5.5
Cre19.g750547.t2.1,Cre19.g750547,,,v5.5
Cre19.g750547.t3.1,Cre19.g750547,,,v5.5
Cre19.g750547.t4.1,Cre19.g750547,,,v5.5
Cre19.g750597.t1.1,Cre19.g750597,,,v5.5
Cre19.g750647.t1.1,Cre19.g750647,,,v5.5
Cre19.g750647.t2.1,Cre19.g750647,,,v5.5
Cre19.g750697.t1.1,Cre19.g750697,,,v5.5
Cre19.g750747.t1.1,Cre19.g750747,,,v5.5
Cre19.g750797.t1.1,Cre19.g750797,,,v5.5
Cre19.g750847.t1.1,Cre19.g750847,,,v5.5
Cre19.g750847.t2.1,Cre19.g750847,,,v5.5
Cre19.g750847.t3.1,Cre19.g750847,,,v5.5
Cre19.g750897.t1.1,Cre19.g750897,,Creinhardtii PWY-7210,v5.5
Cre19.g750897.t1.1,Cre19.g750897,,Creinhardtii PWY-7210,v5.5
Cre19.g750897.t2.1,Cre19.g750897,,Creinhardtii PWY-7210,v5.5
Cre19.g750897.t2.1,Cre19.g750897,,Creinhardtii PWY-7210,v5.5
Cre19.g750947.t1.1,Cre19.g750947,,,v5.5
Cre19.g750997.t1.1,Cre19.g750997,,,v5.5
Cre19.g751047.t1.1,Cre19.g751047,,,v5.5
Cre19.g751097.t1.1,Cre19.g751097,,,v5.5
Cre19.g751147.t3.1,Cre19.g751147,,,v5.5
Cre19.g751147.t1.1,Cre19.g751147,,,v5.5
Cre19.g751147.t5.1,Cre19.g751147,,,v5.5
Cre19.g751147.t6.1,Cre19.g751147,,,v5.5
Cre19.g751147.t2.1,Cre19.g751147,,,v5.5
Cre19.g751147.t4.1,Cre19.g751147,,,v5.5
Cre19.g751197.t1.1,Cre19.g751197,,,v5.5
Cre19.g751197.t2.1,Cre19.g751197,,,v5.5
Cre19.g751247.t1.1,Cre19.g751247,,,v5.5
Cre19.g751247.t2.1,Cre19.g751247,,,v5.5
Cre19.g751297.t1.1,Cre19.g751297,,,v5.5
Cre19.g751347.t1.1,Cre19.g751347,,,v5.5
Cre20.g751447.t1.1,Cre20.g751447,,,v5.5
Cre20.g751547.t1.1,Cre20.g751547,,,v5.5
Cre20.g751647.t1.1,Cre20.g751647,,,v5.5
Cre20.g751697.t1.1,Cre20.g751697,,Creinhardtii LIPAS-PWY,v5.5
Cre20.g751697.t1.1,Cre20.g751697,,Creinhardtii PWY-7424,v5.5
Cre20.g751747.t1.1,Cre20.g751747,,,v5.5
Cre21.g751847.t1.1,Cre21.g751847,,,v5.5
Cre21.g751947.t1.1,Cre21.g751947,,,v5.5
Cre21.g751997.t1.1,Cre21.g751997,,,v5.5
Cre21.g752047.t1.1,Cre21.g752047,,,v5.5
Cre21.g752147.t1.1,Cre21.g752147,,,v5.5
Cre21.g752197.t1.1,Cre21.g752197,,,v5.5
Cre21.g752247.t1.1,Cre21.g752247,,,v5.5
Cre21.g752297.t1.1,Cre21.g752297,,,v5.5
Cre21.g752397.t1.1,Cre21.g752397,,,v5.5
Cre21.g752447.t1.1,Cre21.g752447,,,v5.5
Cre21.g752497.t1.1,Cre21.g752497,,,v5.5
Cre21.g752697.t1.1,Cre21.g752697,,,v5.5
Cre21.g752747.t1.1,Cre21.g752747,,,v5.5
Cre21.g752797.t1.1,Cre21.g752797,,,v5.5
Cre21.g752897.t1.1,Cre21.g752897,,,v5.5
Cre21.g752947.t1.1,Cre21.g752947,,,v5.5
Cre21.g753047.t1.1,Cre21.g753047,,,v5.5
Cre21.g753047.t2.1,Cre21.g753047,,,v5.5
Cre21.g753147.t1.1,Cre21.g753147,,,v5.5
Cre21.g753247.t1.1,Cre21.g753247,,,v5.5
Cre21.g753297.t1.1,Cre21.g753297,,,v5.5
Cre22.g753397.t1.1,Cre22.g753397,,,v5.5
Cre22.g753447.t1.1,Cre22.g753447,,,v5.5
Cre22.g753547.t1.1,Cre22.g753547,,,v5.5
Cre22.g753597.t1.1,Cre22.g753597,,,v5.5
Cre22.g753747.t1.1,Cre22.g753747,,,v5.5
Cre22.g753847.t1.1,Cre22.g753847,,,v5.5
Cre22.g753897.t1.1,Cre22.g753897,,,v5.5
Cre22.g753947.t1.1,Cre22.g753947,,,v5.5
Cre22.g753997.t1.1,Cre22.g753997,,,v5.5
Cre22.g754097.t1.1,Cre22.g754097,,,v5.5
Cre22.g754147.t1.1,Cre22.g754147,,,v5.5
Cre22.g754197.t1.1,Cre22.g754197,,,v5.5
Cre22.g754247.t1.1,Cre22.g754247,,,v5.5
Cre23.g754297.t1.1,Cre23.g754297,,,v5.5
Cre23.g754447.t1.1,Cre23.g754447,,,v5.5
Cre23.g754497.t1.1,Cre23.g754497,,,v5.5
Cre23.g754547.t1.1,Cre23.g754547,,,v5.5
Cre23.g754597.t1.1,Cre23.g754597,,,v5.5
Cre23.g754647.t1.1,Cre23.g754647,,,v5.5
Cre23.g754697.t1.1,Cre23.g754697,,,v5.5
Cre23.g754697.t2.1,Cre23.g754697,,,v5.5
Cre23.g754797.t1.1,Cre23.g754797,,,v5.5
Cre23.g754847.t1.1,Cre23.g754847,,,v5.5
Cre23.g754947.t1.1,Cre23.g754947,,,v5.5
Cre24.g755097.t1.1,Cre24.g755097,,,v5.5
Cre24.g755347.t1.1,Cre24.g755347,,,v5.5
Cre24.g755447.t1.1,Cre24.g755447,,,v5.5
Cre24.g755497.t1.1,Cre24.g755497,,,v5.5
Cre24.g755747.t1.1,Cre24.g755747,,,v5.5
Cre24.g755947.t1.1,Cre24.g755947,,,v5.5
Cre25.g756097.t1.1,Cre25.g756097,,,v5.5
Cre25.g756247.t1.1,Cre25.g756247,,,v5.5
Cre25.g756397.t1.1,Cre25.g756397,,,v5.5
Cre25.g756397.t2.1,Cre25.g756397,,,v5.5
Cre26.g756897.t1.1,Cre26.g756897,,,v5.5
Cre26.g756947.t1.1,Cre26.g756947,,,v5.5
Cre26.g757097.t1.1,Cre26.g757097,,,v5.5
Cre27.g757147.t1.1,Cre27.g757147,,,v5.5
Cre27.g757247.t1.1,Cre27.g757247,,,v5.5
Cre27.g757347.t1.1,Cre27.g757347,,,v5.5
Cre29.g757947.t1.1,Cre29.g757947,,,v5.5
Cre31.g758497.t1.1,Cre31.g758497,,,v5.5
Cre33.g758947.t1.1,Cre33.g758947,,,v5.5
Cre33.g758997.t1.1,Cre33.g758997,,,v5.5
Cre34.g759097.t1.1,Cre34.g759097,,,v5.5
Cre34.g759197.t1.1,Cre34.g759197,,,v5.5
Cre35.g759247.t1.1,Cre35.g759247,,,v5.5
Cre35.g759297.t1.1,Cre35.g759297,,,v5.5
Cre35.g759347.t1.1,Cre35.g759347,,,v5.5
Cre35.g759447.t1.1,Cre35.g759447,,,v5.5
Cre36.g759547.t1.1,Cre36.g759547,,,v5.5
Cre36.g759647.t1.1,Cre36.g759647,,Creinhardtii SUCSYN-PWY,v5.5
Cre36.g759647.t1.1,Cre36.g759647,,Creinhardtii PWY-7238,v5.5
Cre36.g759697.t1.1,Cre36.g759697,,,v5.5
Cre36.g759747.t1.1,Cre36.g759747,,,v5.5
Cre37.g759797.t1.1,Cre37.g759797,,,v5.5
Cre37.g759897.t1.1,Cre37.g759897,,,v5.5
Cre37.g759947.t1.1,Cre37.g759947,,,v5.5
Cre38.g759997.t1.1,Cre38.g759997,,,v5.5
Cre39.g760097.t1.1,Cre39.g760097,,,v5.5
Cre40.g760147.t1.1,Cre40.g760147,,,v5.5
Cre40.g760247.t1.1,Cre40.g760247,,,v5.5
Cre41.g760297.t1.1,Cre41.g760297,,,v5.5
Cre42.g760397.t1.1,Cre42.g760397,,,v5.5
Cre42.g760447.t1.1,Cre42.g760447,,,v5.5
Cre43.g760497.t1.1,Cre43.g760497,,,v5.5
Cre43.g760597.t1.1,Cre43.g760597,,,v5.5
Cre43.g760647.t1.1,Cre43.g760647,,,v5.5
Cre44.g760697.t1.1,Cre44.g760697,,,v5.5
Cre44.g760747.t1.1,Cre44.g760747,,,v5.5
Cre45.g760847.t1.1,Cre45.g760847,,,v5.5
Cre46.g760947.t1.1,Cre46.g760947,,,v5.5
Cre46.g760997.t1.1,Cre46.g760997,,,v5.5
Cre46.g761047.t1.1,Cre46.g761047,,,v5.5
Cre47.g761097.t1.1,Cre47.g761097,,,v5.5
Cre48.g761147.t1.1,Cre48.g761147,,,v5.5
Cre48.g761197.t1.1,Cre48.g761197,,,v5.5
Cre48.g761247.t1.1,Cre48.g761247,,,v5.5
Cre49.g761347.t1.1,Cre49.g761347,,,v5.5
Cre50.g761397.t1.1,Cre50.g761397,,,v5.5
Cre50.g761447.t1.1,Cre50.g761447,,,v5.5
Cre51.g761547.t1.1,Cre51.g761547,,,v5.5
Cre51.g761597.t1.1,Cre51.g761597,,,v5.5
Cre52.g761647.t1.1,Cre52.g761647,,,v5.5
Cre01.g072027.t1.1,Cre01.g072027,,,v5.5
Cre01.g071297.t1.1,Cre01.g071297,,,v5.5
Cre01.g067647.t1.1,Cre01.g067647,,,v5.5
Cre01.g065092.t1.1,Cre01.g065092,,,v5.5
Cre01.g060712.t1.1,Cre01.g060712,,,v5.5
Cre01.g057426.t1.1,Cre01.g057426,,,v5.5
Cre01.g055448.t1.1,Cre01.g055448,,,v5.5
Cre01.g055444.t1.1,Cre01.g055444,,,v5.5
Cre01.g055404.t1.1,Cre01.g055404,,,v5.5
Cre01.g055250.t1.2,Cre01.g055250,,,v5.5
Cre01.g054350.t1.1,Cre01.g054350,,,v5.5
Cre01.g054200.t1.2,Cre01.g054200,,,v5.5
Cre01.g053600.t1.2,Cre01.g053600,,,v5.5
Cre01.g054850.t1.2,Cre01.g054850,,,v5.5
Cre01.g054650.t1.1,Cre01.g054650,,,v5.5
Cre01.g053050.t1.2,Cre01.g053050,,,v5.5
Cre01.g052350.t1.1,Cre01.g052350,MRPL20,,v5.5
Cre01.g051625.t1.1,Cre01.g051625,,,v5.5
Cre02.g095500.t1.1,Cre02.g095500,,,v5.5
Cre02.g095450.t1.2,Cre02.g095450,FKB16-6,,v5.5
Cre02.g095400.t2.1,Cre02.g095400,,,v5.5
Cre02.g095067.t1.1,Cre02.g095067,,,v5.5
Cre02.g095400.t1.2,Cre02.g095400,,,v5.5
Cre02.g095350.t1.1,Cre02.g095350,CGL116,,v5.5
Cre02.g095300.t1.1,Cre02.g095300,,,v5.5
Cre02.g095200.t1.2,Cre02.g095200,,,v5.5
Cre02.g095153.t1.1,Cre02.g095153,,,v5.5
Cre02.g095152.t1.1,Cre02.g095152,,,v5.5
Cre02.g095150.t1.2,Cre02.g095150,,,v5.5
Cre02.g095149.t1.1,Cre02.g095149,FAP143,,v5.5
Cre02.g096100.t1.2,Cre02.g096100,,,v5.5
Cre02.g096050.t1.1,Cre02.g096050,,,v5.5
Cre02.g096000.t2.1,Cre02.g096000,,,v5.5
Cre02.g095069.t1.1,Cre02.g095069,,,v5.5
Cre02.g095148.t1.1,Cre02.g095148,,,v5.5
Cre02.g095147.t1.1,Cre02.g095147,,,v5.5
Cre02.g095146.t1.1,Cre02.g095146,,,v5.5
Cre02.g095144.t1.1,Cre02.g095144,,,v5.5
Cre02.g095143.t1.1,Cre02.g095143,,,v5.5
Cre02.g095141.t1.1,Cre02.g095141,,,v5.5
Cre02.g095140.t1.1,Cre02.g095140,,,v5.5
Cre02.g095138.t1.1,Cre02.g095138,,,v5.5
Cre02.g095124.t1.1,Cre02.g095124,,,v5.5
Cre02.g095123.t1.1,Cre02.g095123,,,v5.5
Cre02.g095122.t1.1,Cre02.g095122,,,v5.5
Cre02.g095121.t1.1,Cre02.g095121,,,v5.5
Cre02.g095120.t1.1,Cre02.g095120,,,v5.5
Cre02.g095118.t1.1,Cre02.g095118,,,v5.5
Cre02.g095110.t1.1,Cre02.g095110,FAP255,,v5.5
Cre02.g095109.t1.1,Cre02.g095109,,,v5.5
Cre02.g095108.t1.1,Cre02.g095108,,,v5.5
Cre02.g095107.t1.1,Cre02.g095107,,,v5.5
Cre02.g095106.t1.1,Cre02.g095106,,Creinhardtii PWY4FS-7,v5.5
Cre02.g095106.t1.1,Cre02.g095106,,Creinhardtii PWY4FS-8,v5.5
Cre02.g095106.t1.1,Cre02.g095106,,Creinhardtii PWY-5269,v5.5
Cre02.g095105.t1.1,Cre02.g095105,,,v5.5
Cre02.g095104.t1.1,Cre02.g095104,,,v5.5
Cre02.g095103.t1.1,Cre02.g095103,,,v5.5
Cre02.g095102.t1.1,Cre02.g095102,,,v5.5
Cre02.g095101.t1.1,Cre02.g095101,,,v5.5
Cre02.g095100.t1.1,Cre02.g095100,CPLD26,Creinhardtii PLPSAL-PWY,v5.5
Cre02.g095100.t1.1,Cre02.g095100,CPLD26,Creinhardtii PLPSAL-PWY,v5.5
Cre02.g095100.t1.1,Cre02.g095100,CPLD26,Creinhardtii PWY-7204,v5.5
Cre02.g095099.t1.1,Cre02.g095099,,,v5.5
Cre02.g095098.t1.1,Cre02.g095098,,,v5.5
Cre02.g095097.t2.1,Cre02.g095097,,,v5.5
Cre02.g095097.t1.1,Cre02.g095097,,,v5.5
Cre02.g095095.t1.1,Cre02.g095095,,,v5.5
Cre02.g095094.t1.1,Cre02.g095094,,,v5.5
Cre02.g095091.t1.1,Cre02.g095091,,,v5.5
Cre02.g095090.t1.1,Cre02.g095090,,,v5.5
Cre02.g095083.t1.1,Cre02.g095083,,,v5.5
Cre02.g095075.t1.1,Cre02.g095075,,,v5.5
Cre01.g006656.t1.1,Cre01.g006656,,,v5.5
Cre01.g006642.t1.1,Cre01.g006642,,,v5.5
Cre01.g006628.t1.1,Cre01.g006628,,,v5.5
Cre01.g006550.t1.1,Cre01.g006550,,,v5.5
Cre01.g006450.t2.1,Cre01.g006450,,,v5.5
Cre01.g006250.t1.2,Cre01.g006250,,,v5.5
Cre01.g005250.t1.2,Cre01.g005250,,,v5.5
Cre01.g006876.t1.1,Cre01.g006876,,,v5.5
Cre01.g005126.t1.1,Cre01.g005126,,,v5.5
Cre01.g004926.t1.1,Cre01.g004926,,,v5.5
Cre02.g095044.t1.1,Cre02.g095044,,,v5.5
Cre01.g005543.t1.1,Cre01.g005543,,,v5.5
Cre02.g095043.t1.1,Cre02.g095043,,,v5.5
Cre01.g003250.t1.1,Cre01.g003250,,,v5.5
Cre01.g002600.t1.2,Cre01.g002600,,,v5.5
Cre01.g003650.t2.1,Cre01.g003650,,,v5.5
Cre01.g003650.t1.1,Cre01.g003650,,,v5.5
Cre01.g003600.t1.2,Cre01.g003600,,,v5.5
Cre01.g003550.t1.1,Cre01.g003550,,,v5.5
Cre01.g003541.t1.1,Cre01.g003541,,,v5.5
Cre01.g003532.t1.1,Cre01.g003532,,,v5.5
Cre01.g003524.t1.1,Cre01.g003524,,,v5.5
Cre01.g002500.t1.2,Cre01.g002500,,,v5.5
Cre01.g002451.t1.1,Cre01.g002451,,,v5.5
Cre01.g002400.t1.1,Cre01.g002400,,Creinhardtii LIPAS-PWY,v5.5
Cre01.g002350.t1.1,Cre01.g002350,,,v5.5
Cre01.g002250.t1.2,Cre01.g002250,NAT4,,v5.5
Cre01.g002234.t2.1,Cre01.g002234,,,v5.5
Cre01.g001685.t1.1,Cre01.g001685,,,v5.5
Cre01.g002900.t1.2,Cre01.g002900,,,v5.5
Cre01.g002861.t1.1,Cre01.g002861,SRR24,,v5.5
Cre01.g002824.t1.1,Cre01.g002824,,,v5.5
Cre01.g001678.t2.1,Cre01.g001678,,,v5.5
Cre01.g001678.t1.1,Cre01.g001678,,,v5.5
Cre01.g001671.t1.1,Cre01.g001671,,,v5.5
Cre01.g001664.t1.1,Cre01.g001664,,,v5.5
Cre01.g001657.t1.1,Cre01.g001657,,,v5.5
Cre01.g001650.t1.2,Cre01.g001650,,,v5.5
Cre01.g001600.t1.2,Cre01.g001600,,,v5.5
Cre01.g001550.t1.1,Cre01.g001550,,,v5.5
Cre01.g001501.t1.1,Cre01.g001501,OPR1,,v5.5
Cre01.g001450.t1.2,Cre01.g001450,,,v5.5
Cre01.g001400.t1.1,Cre01.g001400,,,v5.5
Cre01.g001350.t1.2,Cre01.g001350,,,v5.5
Cre01.g001300.t1.1,Cre01.g001300,,,v5.5
Cre01.g001100.t1.2,Cre01.g001100,,,v5.5
Cre01.g003050.t1.2,Cre01.g003050,SEC8,,v5.5
Cre01.g000017.t1.1,Cre01.g000017,,,v5.5
Cre02.g147350.t1.2,Cre02.g147350,,,v5.5
Cre02.g147301.t1.1,Cre02.g147301,,,v5.5
Cre02.g146900.t1.1,Cre02.g146900,OPR14,,v5.5
Cre02.g146750.t1.1,Cre02.g146750,,,v5.5
Cre02.g146650.t1.1,Cre02.g146650,,Creinhardtii PWY-6535,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g147900.t4.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5464,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-5723,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g147900.t2.1,Cre02.g147900,PYK5,Creinhardtii PWY-1042,v5.5
Cre02.g146500.t1.1,Cre02.g146500,,,v5.5
Cre02.g146450.t1.1,Cre02.g146450,CYG60,,v5.5
Cre02.g146400.t1.2,Cre02.g146400,,,v5.5
Cre02.g146300.t2.1,Cre02.g146300,,,v5.5
Cre02.g146300.t1.1,Cre02.g146300,,,v5.5
Cre02.g146250.t1.2,Cre02.g146250,NIFS1,Creinhardtii PWY0-1021,v5.5
Cre02.g146250.t1.2,Cre02.g146250,NIFS1,Creinhardtii PWY-7250,v5.5
Cre02.g146250.t1.2,Cre02.g146250,NIFS1,Creinhardtii PWY-7250,v5.5
Cre02.g146250.t1.2,Cre02.g146250,NIFS1,Creinhardtii PWY-7250,v5.5
Cre02.g146250.t1.2,Cre02.g146250,NIFS1,Creinhardtii PWY-7250,v5.5
Cre02.g146250.t1.2,Cre02.g146250,NIFS1,Creinhardtii PWY-6823,v5.5
Cre02.g146200.t1.1,Cre02.g146200,,,v5.5
Cre02.g146131.t1.2,Cre02.g146131,,,v5.5
Cre02.g146100.t1.1,Cre02.g146100,,,v5.5
Cre02.g145300.t1.2,Cre02.g145300,,,v5.5
Cre02.g145250.t1.2,Cre02.g145250,RPS27E2,,v5.5
Cre02.g145231.t1.2,Cre02.g145231,,,v5.5
Cre02.g145200.t1.1,Cre02.g145200,,,v5.5
Cre02.g145150.t1.1,Cre02.g145150,,,v5.5
Cre02.g145902.t1.1,Cre02.g145902,,,v5.5
Cre02.g145630.t1.1,Cre02.g145630,,,v5.5
Cre02.g144605.t1.1,Cre02.g144605,,,v5.5
Cre02.g144004.t1.1,Cre02.g144004,,Creinhardtii PWY-7409,v5.5
Cre02.g143858.t1.2,Cre02.g143858,,,v5.5
Cre02.g143607.t1.1,Cre02.g143607,,,v5.5
Cre02.g143247.t1.1,Cre02.g143247,,,v5.5
Cre02.g143187.t1.1,Cre02.g143187,,,v5.5
Cre02.g143107.t1.1,Cre02.g143107,,,v5.5
Cre02.g143052.t1.1,Cre02.g143052,,,v5.5
Cre02.g143047.t1.1,Cre02.g143047,,,v5.5
Cre02.g143392.t1.2,Cre02.g143392,,,v5.5
Cre02.g143352.t1.1,Cre02.g143352,,,v5.5
Cre02.g143307.t1.1,Cre02.g143307,,,v5.5
Cre02.g143267.t1.1,Cre02.g143267,,,v5.5
Cre02.g142847.t1.1,Cre02.g142847,,,v5.5
Cre02.g142827.t1.1,Cre02.g142827,,,v5.5
Cre02.g142707.t1.1,Cre02.g142707,,,v5.5
Cre02.g142647.t1.1,Cre02.g142647,,,v5.5
Cre02.g143000.t1.2,Cre02.g143000,PLSB1,Creinhardtii PWY4FS-7,v5.5
Cre02.g143000.t1.2,Cre02.g143000,PLSB1,Creinhardtii PWY-7411,v5.5
Cre02.g143000.t1.2,Cre02.g143000,PLSB1,Creinhardtii PWY4FS-8,v5.5
Cre02.g143000.t1.2,Cre02.g143000,PLSB1,Creinhardtii PWY0-1319,v5.5
Cre02.g143000.t1.2,Cre02.g143000,PLSB1,Creinhardtii PWY-5667,v5.5
Cre02.g143000.t1.2,Cre02.g143000,PLSB1,Creinhardtii TRIGLSYN-PWY,v5.5
Cre02.g142506.t1.1,Cre02.g142506,,,v5.5
Cre02.g142406.t1.1,Cre02.g142406,,,v5.5
Cre02.g142350.t1.2,Cre02.g142350,,,v5.5
Cre02.g142246.t1.1,Cre02.g142246,,,v5.5
Cre02.g142106.t1.1,Cre02.g142106,,,v5.5
Cre02.g142050.t1.2,Cre02.g142050,,,v5.5
Cre02.g142046.t1.1,Cre02.g142046,,,v5.5
Cre02.g141946.t2.1,Cre02.g141946,,,v5.5
Cre02.g141906.t1.1,Cre02.g141906,,,v5.5
Cre02.g141866.t2.1,Cre02.g141866,,,v5.5
Cre02.g141866.t1.1,Cre02.g141866,,,v5.5
Cre02.g141586.t1.1,Cre02.g141586,,,v5.5
Cre02.g141566.t1.1,Cre02.g141566,,,v5.5
Cre02.g141286.t3.1,Cre02.g141286,,,v5.5
Cre02.g141286.t2.1,Cre02.g141286,,,v5.5
Cre02.g141166.t1.1,Cre02.g141166,,,v5.5
Cre02.g141106.t2.1,Cre02.g141106,,,v5.5
Cre02.g141106.t1.1,Cre02.g141106,,,v5.5
Cre02.g141006.t1.1,Cre02.g141006,,,v5.5
Cre02.g141005.t1.1,Cre02.g141005,,,v5.5
Cre02.g141486.t1.1,Cre02.g141486,,,v5.5
Cre02.g141351.t1.1,Cre02.g141351,,,v5.5
Cre02.g127237.t1.1,Cre02.g127237,,,v5.5
Cre02.g120200.t1.2,Cre02.g120200,,Creinhardtii PWY-5723,v5.5
Cre02.g120200.t1.2,Cre02.g120200,,Creinhardtii CALVIN-PWY,v5.5
Cre02.g120050.t1.2,Cre02.g120050,,,v5.5
Cre02.g118950.t1.2,Cre02.g118950,PRPS17,,v5.5
Cre02.g117750.t1.2,Cre02.g117750,,,v5.5
Cre02.g117676.t1.1,Cre02.g117676,,,v5.5
Cre02.g118550.t1.2,Cre02.g118550,,,v5.5
Cre02.g115226.t1.1,Cre02.g115226,,,v5.5
Cre02.g117400.t1.1,Cre02.g117400,,,v5.5
Cre02.g115583.t1.1,Cre02.g115583,,,v5.5
Cre02.g095048.t1.1,Cre02.g095048,,,v5.5
Cre02.g113626.t1.1,Cre02.g113626,,,v5.5
Cre02.g111750.t1.2,Cre02.g111750,,,v5.5
Cre02.g111250.t1.2,Cre02.g111250,,,v5.5
Cre02.g112366.t1.1,Cre02.g112366,,,v5.5
Cre02.g111029.t1.2,Cre02.g111029,,,v5.5
Cre02.g109950.t1.2,Cre02.g109950,HLIP1,,v5.5
Cre02.g111426.t1.1,Cre02.g111426,,,v5.5
Cre02.g109300.t1.2,Cre02.g109300,,,v5.5
Cre02.g095047.t1.1,Cre02.g095047,,,v5.5
Cre02.g109150.t1.1,Cre02.g109150,,,v5.5
Cre02.g107213.t1.2,Cre02.g107213,,,v5.5
Cre02.g106800.t1.2,Cre02.g106800,,,v5.5
Cre02.g107300.t1.2,Cre02.g107300,,Creinhardtii PWY-5097,v5.5
Cre02.g105851.t1.1,Cre02.g105851,,,v5.5
Cre02.g105750.t1.1,Cre02.g105750,,,v5.5
Cre02.g104876.t1.1,Cre02.g104876,,,v5.5
Cre02.g104850.t1.2,Cre02.g104850,,,v5.5
Cre02.g104750.t1.1,Cre02.g104750,,,v5.5
Cre02.g095046.t1.1,Cre02.g095046,,,v5.5
Cre02.g103850.t1.2,Cre02.g103850,,Creinhardtii HISTSYN-PWY,v5.5
Cre02.g103550.t1.2,Cre02.g103550,EIF1A,,v5.5
Cre02.g103500.t1.2,Cre02.g103500,,,v5.5
Cre02.g103426.t1.1,Cre02.g103426,,,v5.5
Cre02.g102276.t1.1,Cre02.g102276,,,v5.5
Cre02.g102200.t1.1,Cre02.g102200,,,v5.5
Cre02.g101786.t1.2,Cre02.g101786,,,v5.5
Cre02.g100666.t1.1,Cre02.g100666,,,v5.5
Cre02.g100533.t1.1,Cre02.g100533,,,v5.5
Cre02.g100200.t1.2,Cre02.g100200,NUOP3,,v5.5
Cre02.g099900.t1.2,Cre02.g099900,,,v5.5
Cre02.g099700.t1.2,Cre02.g099700,,,v5.5
Cre02.g099251.t1.1,Cre02.g099251,,,v5.5
