transcript_identifier,gene_id,gene_symbol,pathway_id,annotation_version
Cre01.g020350.t1.2,Cre01.g020350,SDH3,Creinhardtii PWY-561,v5.5
Cre01.g020350.t1.2,Cre01.g020350,SDH3,Creinhardtii PWY-5690,v5.5
Cre01.g020350.t1.2,Cre01.g020350,SDH3,Creinhardtii PWY-7279,v5.5
Cre01.g021251.t1.1,Cre01.g021251,ARG7,Creinhardtii ARGSYNBSUB-PWY,v5.5
Cre01.g021251.t1.1,Cre01.g021251,ARG7,Creinhardtii ARGSYN-PWY,v5.5
Cre01.g021251.t1.1,Cre01.g021251,ARG7,Creinhardtii PWY-4984,v5.5
Cre01.g022500.t1.2,Cre01.g022500,MME5,Creinhardtii GLUCONEO-PWY,v5.5
Cre01.g022500.t1.2,Cre01.g022500,MME5,Creinhardtii PWY-241,v5.5
Cre01.g022500.t1.2,Cre01.g022500,MME5,Creinhardtii PWY-7117,v5.5
Cre01.g022650.t1.2,Cre01.g022650,,Creinhardtii PWY-3982,v5.5
Cre01.g022650.t1.2,Cre01.g022650,,Creinhardtii PWY-6430,v5.5
Cre01.g025100.t1.1,Cre01.g025100,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre01.g025250.t1.1,Cre01.g025250,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre01.g026250.t1.2,Cre01.g026250,,Creinhardtii PWY0-1301,v5.5
Cre01.g026250.t1.2,Cre01.g026250,,Creinhardtii PWY-6527,v5.5
Cre01.g028250.t1.2,Cre01.g028250,,Creinhardtii LIPAS-PWY,v5.5
Cre01.g028250.t1.2,Cre01.g028250,,Creinhardtii PWY-7420,v5.5
Cre01.g028250.t1.2,Cre01.g028250,,Creinhardtii PWY-7420,v5.5
Cre01.g028423.t1.2,Cre01.g028423,,Creinhardtii PWY-6802,v5.5
Cre01.g028600.t1.2,Cre01.g028600,,Creinhardtii PWY-5480,v5.5
Cre01.g028600.t1.2,Cre01.g028600,,Creinhardtii PWY-5486,v5.5
Cre01.g028600.t1.2,Cre01.g028600,,Creinhardtii PWY-6313,v5.5
Cre01.g028600.t1.2,Cre01.g028600,,Creinhardtii PWY-6333,v5.5
Cre01.g028600.t1.2,Cre01.g028600,,Creinhardtii PWY66-21,v5.5
Cre01.g028600.t1.2,Cre01.g028600,,Creinhardtii PWY66-389,v5.5
Cre01.g028600.t1.2,Cre01.g028600,,Creinhardtii PWY-6802,v5.5
Cre01.g028950.t1.2,Cre01.g028950,,Creinhardtii PWY-5350,v5.5
Cre01.g029600.t1.2,Cre01.g029600,,Creinhardtii PWY-321,v5.5
Cre01.g029600.t1.2,Cre01.g029600,,Creinhardtii PWY-321,v5.5
Cre01.g029600.t1.2,Cre01.g029600,,Creinhardtii PWY-6917,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY0-162,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-6545,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-6545,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-6545,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7176,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7184,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7184,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7184,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7196,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7196,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7197,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7197,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7200,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7200,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7205,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7208,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7210,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7210,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7211,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7211,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7211,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7211,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7219,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7221,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7226,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7227,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7228,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7228,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7229,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-7229,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-841,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-841,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-841,v5.5
Cre01.g029750.t1.1,Cre01.g029750,DAAK1,Creinhardtii PWY-841,v5.5
Cre01.g030250.t1.2,Cre01.g030250,,Creinhardtii PWY-6358,v5.5
Cre01.g030250.t1.2,Cre01.g030250,,Creinhardtii PWY-6363,v5.5
Cre01.g030900.t1.1,Cre01.g030900,,Creinhardtii PWY-5837,v5.5
Cre01.g032650.t1.2,Cre01.g032650,TAL1,Creinhardtii NONOXIPENT-PWY,v5.5
Cre01.g032650.t1.2,Cre01.g032650,TAL1,Creinhardtii NONOXIPENT-PWY,v5.5
Cre01.g032650.t1.2,Cre01.g032650,TAL1,Creinhardtii PENTOSE-P-PWY,v5.5
Cre01.g032650.t1.2,Cre01.g032650,TAL1,Creinhardtii PENTOSE-P-PWY,v5.5
Cre01.g032650.t1.2,Cre01.g032650,TAL1,Creinhardtii PWY-5723,v5.5
Cre01.g032650.t1.2,Cre01.g032650,TAL1,Creinhardtii PWY-5723,v5.5
Cre01.g032650.t2.1,Cre01.g032650,TAL1,Creinhardtii NONOXIPENT-PWY,v5.5
Cre01.g032650.t2.1,Cre01.g032650,TAL1,Creinhardtii NONOXIPENT-PWY,v5.5
Cre01.g032650.t2.1,Cre01.g032650,TAL1,Creinhardtii PENTOSE-P-PWY,v5.5
Cre01.g032650.t2.1,Cre01.g032650,TAL1,Creinhardtii PENTOSE-P-PWY,v5.5
Cre01.g032650.t2.1,Cre01.g032650,TAL1,Creinhardtii PWY-5723,v5.5
Cre01.g032650.t2.1,Cre01.g032650,TAL1,Creinhardtii PWY-5723,v5.5
Cre01.g032700.t1.2,Cre01.g032700,GLK1,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre01.g032700.t1.2,Cre01.g032700,GLK1,Creinhardtii PWY-621,v5.5
Cre01.g032700.t1.2,Cre01.g032700,GLK1,Creinhardtii PWY-7238,v5.5
Cre01.g033350.t1.2,Cre01.g033350,,Creinhardtii PWY-6313,v5.5
Cre01.g033350.t1.2,Cre01.g033350,,Creinhardtii PWY66-21,v5.5
Cre01.g033350.t1.2,Cre01.g033350,,Creinhardtii PWY66-389,v5.5
Cre01.g033350.t1.2,Cre01.g033350,,Creinhardtii PWY6666-2,v5.5
Cre01.g036850.t1.2,Cre01.g036850,,Creinhardtii PROUT-PWY,v5.5
Cre01.g037350.t1.1,Cre01.g037350,,Creinhardtii PWY-321,v5.5
Cre01.g037350.t1.1,Cre01.g037350,,Creinhardtii PWY-321,v5.5
Cre01.g037350.t1.1,Cre01.g037350,,Creinhardtii PWY-5148,v5.5
Cre01.g037350.t1.1,Cre01.g037350,,Creinhardtii PWY-735,v5.5
Cre17.g713850.t1.1,Cre17.g713850,,Creinhardtii CYSTSYN-PWY,v5.5
Cre17.g713850.t1.1,Cre17.g713850,,Creinhardtii PWY-6936,v5.5
Cre01.g038900.t1.1,Cre01.g038900,,Creinhardtii LIPAS-PWY,v5.5
Cre01.g040300.t1.2,Cre01.g040300,,Creinhardtii PWY6666-2,v5.5
Cre01.g040300.t1.2,Cre01.g040300,,Creinhardtii PWY6666-2,v5.5
Cre01.g042750.t1.2,Cre01.g042750,ACH1,Creinhardtii GLYOXYLATE-BYPASS,v5.5
Cre01.g042750.t1.2,Cre01.g042750,ACH1,Creinhardtii PWY-5464,v5.5
Cre01.g042750.t1.2,Cre01.g042750,ACH1,Creinhardtii PWY-5464,v5.5
Cre01.g042750.t1.2,Cre01.g042750,ACH1,Creinhardtii PWY-561,v5.5
Cre01.g042750.t1.2,Cre01.g042750,ACH1,Creinhardtii PWY-561,v5.5
Cre01.g042750.t1.2,Cre01.g042750,ACH1,Creinhardtii PWY-5690,v5.5
Cre01.g042800.t1.2,Cre01.g042800,DVR1,Creinhardtii PWY-5064,v5.5
Cre01.g042800.t1.2,Cre01.g042800,DVR1,Creinhardtii PWY-5086,v5.5
Cre01.g043100.t1.2,Cre01.g043100,,Creinhardtii PWY-6908,v5.5
Cre01.g044100.t1.2,Cre01.g044100,AMYB3,Creinhardtii PWY-6724,v5.5
Cre01.g044100.t1.2,Cre01.g044100,AMYB3,Creinhardtii PWY-6724,v5.5
Cre01.g044100.t1.2,Cre01.g044100,AMYB3,Creinhardtii PWY-6724,v5.5
Cre01.g044700.t1.2,Cre01.g044700,,Creinhardtii PWY-6842,v5.5
Cre01.g044800.t1.2,Cre01.g044800,PFL1,Creinhardtii PWY-5480,v5.5
Cre01.g045200.t1.1,Cre01.g045200,,Creinhardtii PWY-735,v5.5
Cre01.g045700.t1.1,Cre01.g045700,,Creinhardtii DETOX1-PWY,v5.5
Cre01.g045700.t1.1,Cre01.g045700,,Creinhardtii DETOX1-PWY-1,v5.5
Cre01.g045903.t1.1,Cre01.g045903,DGAT1,Creinhardtii TRIGLSYN-PWY,v5.5
Cre01.g046652.t1.1,Cre01.g046652,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre01.g048050.t1.2,Cre01.g048050,,Creinhardtii COA-PWY,v5.5
Cre17.g709850.t1.2,Cre17.g709850,,Creinhardtii PWY0-1312,v5.5
Cre01.g048950.t1.2,Cre01.g048950,,Creinhardtii PWY0-162,v5.5
Cre01.g048950.t1.2,Cre01.g048950,,Creinhardtii PWY0-162,v5.5
Cre01.g048950.t1.2,Cre01.g048950,,Creinhardtii PWY-5686,v5.5
Cre01.g048950.t1.2,Cre01.g048950,,Creinhardtii PWY-5686,v5.5
Cre01.g048950.t1.2,Cre01.g048950,,Creinhardtii PWY-7211,v5.5
Cre01.g048950.t1.2,Cre01.g048950,,Creinhardtii PWY-7211,v5.5
Cre01.g050100.t1.2,Cre01.g050100,,Creinhardtii PWY-5097,v5.5
Cre01.g050451.t1.1,Cre01.g050451,,Creinhardtii PWY-6535,v5.5
Cre01.g050950.t1.2,Cre01.g050950,,Creinhardtii PWY-5063,v5.5
Cre01.g050950.t1.2,Cre01.g050950,,Creinhardtii PWY-5063,v5.5
Cre01.g050950.t1.2,Cre01.g050950,,Creinhardtii PWY-5063,v5.5
Cre01.g050950.t1.2,Cre01.g050950,,Creinhardtii PWY-5064,v5.5
Cre01.g050950.t1.2,Cre01.g050950,,Creinhardtii PWY-5064,v5.5
Cre01.g050950.t1.2,Cre01.g050950,,Creinhardtii PWY-5064,v5.5
Cre01.g051900.t1.2,Cre01.g051900,RIP1,Creinhardtii PWY-3781,v5.5
Cre01.g051900.t1.2,Cre01.g051900,RIP1,Creinhardtii PWY-7279,v5.5
Cre01.g052601.t1.1,Cre01.g052601,,Creinhardtii PWY-1422,v5.5
Cre01.g052601.t1.1,Cre01.g052601,,Creinhardtii PWY-1581,v5.5
Cre01.g052650.t1.1,Cre01.g052650,,Creinhardtii PWY-6369,v5.5
Cre01.g052650.t1.1,Cre01.g052650,,Creinhardtii PWY-6369,v5.5
Cre01.g052650.t1.1,Cre01.g052650,,Creinhardtii PWY-6369,v5.5
Cre01.g052650.t1.1,Cre01.g052650,,Creinhardtii PWY-6369,v5.5
Cre01.g052650.t1.1,Cre01.g052650,,Creinhardtii PWY-6369,v5.5
Cre01.g052650.t1.1,Cre01.g052650,,Creinhardtii PWY-6369,v5.5
Cre01.g052650.t1.1,Cre01.g052650,,Creinhardtii PWY-6369,v5.5
Cre01.g053000.t1.2,Cre01.g053000,GPD2,Creinhardtii PWY-6118,v5.5
Cre01.g053000.t1.2,Cre01.g053000,GPD2,Creinhardtii PWY-7411,v5.5
Cre01.g053150.t1.2,Cre01.g053150,GPD3,Creinhardtii PWY-6118,v5.5
Cre01.g053150.t1.2,Cre01.g053150,GPD3,Creinhardtii PWY-7411,v5.5
Cre01.g053150.t1.2,Cre01.g053150,GPD3,Creinhardtii PWY-7411,v5.5
Cre01.g053150.t2.1,Cre01.g053150,GPD3,Creinhardtii PWY-6118,v5.5
Cre01.g053150.t2.1,Cre01.g053150,GPD3,Creinhardtii PWY-7411,v5.5
Cre01.g053150.t2.1,Cre01.g053150,GPD3,Creinhardtii PWY-7411,v5.5
Cre01.g053300.t1.1,Cre01.g053300,,Creinhardtii POLYAMINSYN3-PWY,v5.5
Cre01.g053300.t1.1,Cre01.g053300,,Creinhardtii PWY-43,v5.5
Cre01.g054150.t1.2,Cre01.g054150,NTRC1,Creinhardtii THIOREDOX-PWY,v5.5
Cre01.g054500.t1.2,Cre01.g054500,,Creinhardtii PWY-5083,v5.5
Cre01.g055408.t1.1,Cre01.g055408,,Creinhardtii PWY66-21,v5.5
Cre01.g055453.t1.1,Cre01.g055453,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre01.g055453.t1.1,Cre01.g055453,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre01.g055453.t1.1,Cre01.g055453,,Creinhardtii ILEUSYN-PWY,v5.5
Cre01.g055453.t1.1,Cre01.g055453,,Creinhardtii PWY-3001,v5.5
Cre01.g055453.t1.1,Cre01.g055453,,Creinhardtii VALSYN-PWY,v5.5
Cre01.g069472.t1.1,Cre01.g069472,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre01.g071662.t1.1,Cre01.g071662,,Creinhardtii PWY66-21,v5.5
Cre10.g417750.t1.1,Cre10.g417750,,Creinhardtii PWY-7409,v5.5
Cre10.g419050.t1.1,Cre10.g419050,,Creinhardtii PWY-7219,v5.5
Cre10.g419050.t1.1,Cre10.g419050,,Creinhardtii PWY-7219,v5.5
Cre10.g419050.t1.1,Cre10.g419050,,Creinhardtii PWY-7229,v5.5
Cre10.g419050.t1.1,Cre10.g419050,,Creinhardtii PWY-7229,v5.5
Cre10.g419050.t1.1,Cre10.g419050,,Creinhardtii PWY-841,v5.5
Cre10.g419050.t1.1,Cre10.g419050,,Creinhardtii PWY-841,v5.5
Cre10.g419050.t2.1,Cre10.g419050,,Creinhardtii PWY-7219,v5.5
Cre10.g419050.t2.1,Cre10.g419050,,Creinhardtii PWY-7219,v5.5
Cre10.g419050.t2.1,Cre10.g419050,,Creinhardtii PWY-7229,v5.5
Cre10.g419050.t2.1,Cre10.g419050,,Creinhardtii PWY-7229,v5.5
Cre10.g419050.t2.1,Cre10.g419050,,Creinhardtii PWY-841,v5.5
Cre10.g419050.t2.1,Cre10.g419050,,Creinhardtii PWY-841,v5.5
Cre10.g419800.t1.2,Cre10.g419800,PIS1,Creinhardtii PWY-6351,v5.5
Cre10.g419800.t1.2,Cre10.g419800,PIS1,Creinhardtii PWY-6352,v5.5
Cre10.g419800.t1.2,Cre10.g419800,PIS1,Creinhardtii PWY-7625,v5.5
Cre10.g421600.t1.2,Cre10.g421600,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre10.g421700.t1.2,Cre10.g421700,GPD4,Creinhardtii PWY-6118,v5.5
Cre10.g421700.t1.2,Cre10.g421700,GPD4,Creinhardtii PWY-7411,v5.5
Cre10.g422000.t1.2,Cre10.g422000,,Creinhardtii PWY-6829,v5.5
Cre10.g422000.t1.2,Cre10.g422000,,Creinhardtii PWY-6829,v5.5
Cre10.g422450.t1.2,Cre10.g422450,,Creinhardtii PWY-6313,v5.5
Cre10.g422600.t1.1,Cre10.g422600,NUO6,Creinhardtii PWY-3781,v5.5
Cre10.g422600.t1.1,Cre10.g422600,NUO6,Creinhardtii PWY-4302,v5.5
Cre10.g422600.t1.1,Cre10.g422600,NUO6,Creinhardtii PWY-5083,v5.5
Cre10.g423250.t1.2,Cre10.g423250,MDY2,Creinhardtii GLUCONEO-PWY,v5.5
Cre10.g423250.t1.2,Cre10.g423250,MDY2,Creinhardtii GLYOXYLATE-BYPASS,v5.5
Cre10.g423250.t1.2,Cre10.g423250,MDY2,Creinhardtii PWY-5464,v5.5
Cre10.g423250.t1.2,Cre10.g423250,MDY2,Creinhardtii PWY-561,v5.5
Cre10.g423250.t1.2,Cre10.g423250,MDY2,Creinhardtii PWY-5690,v5.5
Cre10.g423250.t1.2,Cre10.g423250,MDY2,Creinhardtii PWY66-399,v5.5
Cre10.g423250.t1.2,Cre10.g423250,MDY2,Creinhardtii PWY-7115,v5.5
Cre10.g423450.t1.2,Cre10.g423450,,Creinhardtii COA-PWY,v5.5
Cre10.g423750.t1.2,Cre10.g423750,,Creinhardtii PWY-5871,v5.5
Cre10.g423750.t1.2,Cre10.g423750,,Creinhardtii PWY-5871,v5.5
Cre10.g423750.t1.2,Cre10.g423750,,Creinhardtii PWY-5872,v5.5
Cre10.g423750.t1.2,Cre10.g423750,,Creinhardtii PWY-5872,v5.5
Cre10.g424750.t1.2,Cre10.g424750,,Creinhardtii PWY-241,v5.5
Cre10.g424750.t1.2,Cre10.g424750,,Creinhardtii PWY-7115,v5.5
Cre10.g424750.t1.2,Cre10.g424750,,Creinhardtii PWY-7117,v5.5
Cre10.g425300.t1.1,Cre10.g425300,,Creinhardtii ASPARAGINE-BIOSYNTHESIS,v5.5
Cre10.g425300.t1.1,Cre10.g425300,,Creinhardtii ASPARAGINESYN-PWY,v5.5
Cre10.g425300.t1.1,Cre10.g425300,,Creinhardtii GLUTAMINDEG-PWY,v5.5
Cre10.g425300.t1.1,Cre10.g425300,,Creinhardtii PWY0-1325,v5.5
Cre10.g425300.t1.1,Cre10.g425300,,Creinhardtii PWY0-1325,v5.5
Cre10.g425950.t1.2,Cre10.g425950,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre10.g426292.t1.1,Cre10.g426292,,Creinhardtii ANAGLYCOLYSIS-PWY,v5.5
Cre10.g426292.t1.1,Cre10.g426292,,Creinhardtii PWY-1042,v5.5
Cre10.g426292.t1.1,Cre10.g426292,,Creinhardtii PWY-5464,v5.5
Cre10.g426292.t1.1,Cre10.g426292,,Creinhardtii PWY-5723,v5.5
Cre10.g426350.t1.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t1.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t1.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t3.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t3.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t3.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t2.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t2.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g426350.t2.1,Cre10.g426350,,Creinhardtii PWY-7101,v5.5
Cre10.g428100.t1.1,Cre10.g428100,TMG5,Creinhardtii PWY-6829,v5.5
Cre10.g428100.t1.1,Cre10.g428100,TMG5,Creinhardtii PWY-6829,v5.5
Cre10.g428550.t1.2,Cre10.g428550,,Creinhardtii PWY-6147,v5.5
Cre10.g428550.t1.2,Cre10.g428550,,Creinhardtii PWY-6612,v5.5
Cre10.g428550.t1.2,Cre10.g428550,,Creinhardtii PWY-6612,v5.5
Cre10.g428550.t1.2,Cre10.g428550,,Creinhardtii PWY-6614,v5.5
Cre10.g429100.t1.2,Cre10.g429100,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre10.g429150.t1.2,Cre10.g429150,,Creinhardtii TRPSYN-PWY,v5.5
Cre10.g430100.t1.1,Cre10.g430100,,Creinhardtii PWY-5980,v5.5
Cre10.g430250.t1.2,Cre10.g430250,,Creinhardtii PWY-5980,v5.5
Cre10.g431350.t1.1,Cre10.g431350,,Creinhardtii LIPAS-PWY,v5.5
Cre10.g431550.t1.1,Cre10.g431550,,Creinhardtii PWY-5480,v5.5
Cre10.g431550.t1.1,Cre10.g431550,,Creinhardtii PWY-5486,v5.5
Cre10.g431550.t1.1,Cre10.g431550,,Creinhardtii PWY-6313,v5.5
Cre10.g431550.t1.1,Cre10.g431550,,Creinhardtii PWY-6333,v5.5
Cre10.g431550.t1.1,Cre10.g431550,,Creinhardtii PWY66-21,v5.5
Cre10.g431550.t1.1,Cre10.g431550,,Creinhardtii PWY66-389,v5.5
Cre10.g431550.t1.1,Cre10.g431550,,Creinhardtii PWY-6802,v5.5
Cre10.g431650.t1.2,Cre10.g431650,,Creinhardtii PWY-5083,v5.5
Cre10.g433000.t1.1,Cre10.g433000,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre10.g433600.t1.2,Cre10.g433600,,Creinhardtii PWY-3841,v5.5
Cre10.g434750.t1.2,Cre10.g434750,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre10.g434750.t1.2,Cre10.g434750,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre10.g434750.t1.2,Cre10.g434750,,Creinhardtii ILEUSYN-PWY,v5.5
Cre10.g434750.t1.2,Cre10.g434750,,Creinhardtii PWY-3001,v5.5
Cre10.g434750.t1.2,Cre10.g434750,,Creinhardtii VALSYN-PWY,v5.5
Cre10.g435250.t1.1,Cre10.g435250,,Creinhardtii PWY-5381,v5.5
Cre10.g435250.t1.1,Cre10.g435250,,Creinhardtii PWY-5653,v5.5
Cre10.g435250.t1.1,Cre10.g435250,,Creinhardtii PYRIDNUCSYN-PWY,v5.5
Cre10.g435550.t1.2,Cre10.g435550,,Creinhardtii PWY-5905,v5.5
Cre10.g436150.t1.1,Cre10.g436150,,Creinhardtii COA-PWY,v5.5
Cre10.g436350.t1.1,Cre10.g436350,,Creinhardtii ARO-PWY,v5.5
Cre10.g436350.t1.1,Cre10.g436350,,Creinhardtii PWY-6163,v5.5
Cre10.g436500.t1.2,Cre10.g436500,,Creinhardtii PWY-5381,v5.5
Cre10.g436500.t1.2,Cre10.g436500,,Creinhardtii PWY-5695,v5.5
Cre10.g436500.t1.2,Cre10.g436500,,Creinhardtii PWY-6606,v5.5
Cre10.g436500.t1.2,Cre10.g436500,,Creinhardtii PWY-6608,v5.5
Cre10.g436500.t1.2,Cre10.g436500,,Creinhardtii PWY-7185,v5.5
Cre10.g436500.t1.2,Cre10.g436500,,Creinhardtii PWY-7185,v5.5
Cre10.g436500.t1.2,Cre10.g436500,,Creinhardtii SALVADEHYPOX-PWY,v5.5
Cre10.g436850.t1.2,Cre10.g436850,,Creinhardtii PWY-7437,v5.5
Cre10.g436900.t1.2,Cre10.g436900,,Creinhardtii PWY0-1319,v5.5
Cre10.g436900.t1.2,Cre10.g436900,,Creinhardtii PWY4FS-7,v5.5
Cre10.g436900.t1.2,Cre10.g436900,,Creinhardtii PWY4FS-8,v5.5
Cre10.g436900.t1.2,Cre10.g436900,,Creinhardtii PWY-5667,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY0-162,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7176,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7196,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7196,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7197,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7200,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7205,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7208,v5.5
Cre10.g438650.t1.2,Cre10.g438650,,Creinhardtii PWY-7211,v5.5
Cre10.g439400.t1.1,Cre10.g439400,,Creinhardtii PWY-5921,v5.5
Cre10.g440850.t1.1,Cre10.g440850,GPX4,Creinhardtii PWY-4081,v5.5
Cre10.g440850.t2.1,Cre10.g440850,GPX4,Creinhardtii PWY-4081,v5.5
Cre10.g444500.t1.2,Cre10.g444500,,Creinhardtii PWY-5350,v5.5
Cre10.g444700.t1.1,Cre10.g444700,SBE3,Creinhardtii GLYCOGENSYNTH-PWY,v5.5
Cre10.g444700.t1.1,Cre10.g444700,SBE3,Creinhardtii PWY-622,v5.5
Cre10.g444700.t1.1,Cre10.g444700,SBE3,Creinhardtii PWY-622,v5.5
Cre10.g447767.t1.1,Cre10.g447767,,Creinhardtii PWY-6441,v5.5
Cre10.g447767.t1.1,Cre10.g447767,,Creinhardtii PWY-6441,v5.5
Cre10.g450400.t1.2,Cre10.g450400,NUO5,Creinhardtii PWY-3781,v5.5
Cre10.g450400.t1.2,Cre10.g450400,NUO5,Creinhardtii PWY-4302,v5.5
Cre10.g450400.t1.2,Cre10.g450400,NUO5,Creinhardtii PWY-5083,v5.5
Cre10.g450500.t1.1,Cre10.g450500,,Creinhardtii PWY-6724,v5.5
Cre10.g451100.t1.1,Cre10.g451100,,Creinhardtii LIPAS-PWY,v5.5
Cre10.g451400.t1.1,Cre10.g451400,,Creinhardtii PWY-6823,v5.5
Cre10.g451400.t1.1,Cre10.g451400,,Creinhardtii PWY-6823,v5.5
Cre10.g451600.t1.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t1.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t1.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t1.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t1.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t1.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t2.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t2.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t2.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t2.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t2.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t2.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t3.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
Cre10.g451600.t3.1,Cre10.g451600,,Creinhardtii PWY-6902,v5.5
