transcript_identifier,gene_id,gene_symbol,pathway_id,annotation_version
Cre17.g723650.t1.2,Cre17.g723650,,Creinhardtii PWY-735,v5.5
Cre17.g723650.t1.2,Cre17.g723650,,Creinhardtii PWY-735,v5.5
Cre17.g723650.t1.2,Cre17.g723650,,Creinhardtii PWY-735,v5.5
Cre17.g723650.t1.2,Cre17.g723650,,Creinhardtii PWY-7606,v5.5
Cre17.g725550.t1.2,Cre17.g725550,GLD1,Creinhardtii OXIDATIVEPENT-PWY,v5.5
Cre17.g725550.t1.2,Cre17.g725550,GLD1,Creinhardtii PENTOSE-P-PWY,v5.5
Cre17.g726700.t1.1,Cre17.g726700,,Creinhardtii PWY66-21,v5.5
Cre17.g726700.t1.1,Cre17.g726700,,Creinhardtii PWY66-21,v5.5
Cre17.g726700.t2.1,Cre17.g726700,,Creinhardtii PWY66-21,v5.5
Cre17.g726700.t2.1,Cre17.g726700,,Creinhardtii PWY66-21,v5.5
Cre17.g727300.t1.2,Cre17.g727300,,Creinhardtii PWY-735,v5.5
Cre17.g728800.t1.2,Cre17.g728800,IDH1,Creinhardtii PWY-5464,v5.5
Cre17.g728800.t1.2,Cre17.g728800,IDH1,Creinhardtii PWY-5690,v5.5
Cre17.g728900.t1.2,Cre17.g728900,,Creinhardtii NONOXIPENT-PWY,v5.5
Cre17.g728900.t1.2,Cre17.g728900,,Creinhardtii PENTOSE-P-PWY,v5.5
Cre17.g728900.t1.2,Cre17.g728900,,Creinhardtii PWY-5723,v5.5
Cre17.g729750.t1.2,Cre17.g729750,,Creinhardtii PWY-6030,v5.5
Cre17.g729850.t1.2,Cre17.g729850,C1A-18,Creinhardtii PWY-6351,v5.5
Cre17.g729850.t1.2,Cre17.g729850,C1A-18,Creinhardtii PWY-6352,v5.5
Cre17.g731600.t1.1,Cre17.g731600,,Creinhardtii PWY-6351,v5.5
Cre17.g731600.t1.1,Cre17.g731600,,Creinhardtii PWY-6352,v5.5
Cre17.g731850.t1.2,Cre17.g731850,,Creinhardtii PWY-5138,v5.5
Cre17.g731850.t1.2,Cre17.g731850,,Creinhardtii PWY-6837,v5.5
Cre17.g732300.t1.2,Cre17.g732300,,Creinhardtii PWY-6527,v5.5
Cre17.g732300.t1.2,Cre17.g732300,,Creinhardtii PWY66-422,v5.5
Cre17.g734100.t1.2,Cre17.g734100,,Creinhardtii PWY-7219,v5.5
Cre17.g734100.t1.2,Cre17.g734100,,Creinhardtii PWY-7229,v5.5
Cre17.g734100.t1.2,Cre17.g734100,,Creinhardtii PWY-841,v5.5
Cre17.g734200.t1.2,Cre17.g734200,DPA1,Creinhardtii PWY-5097,v5.5
Cre17.g734548.t1.1,Cre17.g734548,,Creinhardtii PWY-241,v5.5
Cre17.g734548.t1.1,Cre17.g734548,,Creinhardtii PWY-7115,v5.5
Cre17.g734548.t1.1,Cre17.g734548,,Creinhardtii PWY-7117,v5.5
Cre17.g738350.t1.2,Cre17.g738350,,Creinhardtii PWY0-1319,v5.5
Cre17.g738350.t1.2,Cre17.g738350,,Creinhardtii PWY4FS-7,v5.5
Cre17.g738350.t1.2,Cre17.g738350,,Creinhardtii PWY4FS-8,v5.5
Cre17.g738350.t1.2,Cre17.g738350,,Creinhardtii PWY-5667,v5.5
Cre17.g738350.t1.2,Cre17.g738350,,Creinhardtii PWY-7411,v5.5
Cre17.g738350.t1.2,Cre17.g738350,,Creinhardtii PWY-7417,v5.5
Cre17.g738350.t1.2,Cre17.g738350,,Creinhardtii TRIGLSYN-PWY,v5.5
Cre17.g746997.t1.1,Cre17.g746997,,Creinhardtii PWY-5480,v5.5
Cre02.g073200.t1.2,Cre02.g073200,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre02.g073200.t1.2,Cre02.g073200,,Creinhardtii ILEUSYN-PWY,v5.5
Cre02.g073200.t1.2,Cre02.g073200,,Creinhardtii PWY-3001,v5.5
Cre02.g073700.t2.1,Cre02.g073700,UROD3,Creinhardtii CHLOROPHYLL-SYN,v5.5
Cre02.g073700.t2.1,Cre02.g073700,UROD3,Creinhardtii CHLOROPHYLL-SYN,v5.5
Cre02.g073700.t2.1,Cre02.g073700,UROD3,Creinhardtii HEME-BIOSYNTHESIS-II,v5.5
Cre02.g073700.t2.1,Cre02.g073700,UROD3,Creinhardtii HEME-BIOSYNTHESIS-II,v5.5
Cre02.g073700.t1.2,Cre02.g073700,UROD3,Creinhardtii CHLOROPHYLL-SYN,v5.5
Cre02.g073700.t1.2,Cre02.g073700,UROD3,Creinhardtii CHLOROPHYLL-SYN,v5.5
Cre02.g073700.t1.2,Cre02.g073700,UROD3,Creinhardtii HEME-BIOSYNTHESIS-II,v5.5
Cre02.g073700.t1.2,Cre02.g073700,UROD3,Creinhardtii HEME-BIOSYNTHESIS-II,v5.5
Cre02.g073900.t1.1,Cre02.g073900,,Creinhardtii PWY-7101,v5.5
Cre02.g073950.t1.2,Cre02.g073950,,Creinhardtii PWY-7101,v5.5
Cre02.g076300.t1.1,Cre02.g076300,UROD2,Creinhardtii CHLOROPHYLL-SYN,v5.5
Cre02.g076300.t1.1,Cre02.g076300,UROD2,Creinhardtii HEME-BIOSYNTHESIS-II,v5.5
Cre02.g077100.t1.2,Cre02.g077100,,Creinhardtii GLUTATHIONESYN-PWY,v5.5
Cre02.g077350.t1.2,Cre02.g077350,,Creinhardtii HISTSYN-PWY,v5.5
Cre02.g077350.t1.2,Cre02.g077350,,Creinhardtii HISTSYN-PWY,v5.5
Cre02.g078300.t1.1,Cre02.g078300,GPX1,Creinhardtii DETOX1-PWY-1,v5.5
Cre02.g078300.t1.1,Cre02.g078300,GPX1,Creinhardtii PWY-4081,v5.5
Cre02.g078650.t1.1,Cre02.g078650,,Creinhardtii PWY0-1546,v5.5
Cre02.g079003.t1.1,Cre02.g079003,,Creinhardtii TRIGLSYN-PWY,v5.5
Cre02.g079050.t1.1,Cre02.g079050,DGTT5,Creinhardtii TRIGLSYN-PWY,v5.5
Cre02.g079600.t1.2,Cre02.g079600,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre02.g079700.t1.2,Cre02.g079700,,Creinhardtii PWY0-162,v5.5
Cre02.g079700.t1.2,Cre02.g079700,,Creinhardtii PWY-5686,v5.5
Cre02.g079700.t1.2,Cre02.g079700,,Creinhardtii PWY-7211,v5.5
Cre02.g080200.t1.2,Cre02.g080200,TRK1,Creinhardtii CALVIN-PWY,v5.5
Cre02.g080200.t1.2,Cre02.g080200,TRK1,Creinhardtii NONOXIPENT-PWY,v5.5
Cre02.g080200.t1.2,Cre02.g080200,TRK1,Creinhardtii NONOXIPENT-PWY,v5.5
Cre02.g080200.t1.2,Cre02.g080200,TRK1,Creinhardtii PENTOSE-P-PWY,v5.5
Cre02.g080200.t1.2,Cre02.g080200,TRK1,Creinhardtii PENTOSE-P-PWY,v5.5
Cre02.g080200.t1.2,Cre02.g080200,TRK1,Creinhardtii PWY-5723,v5.5
Cre02.g080200.t1.2,Cre02.g080200,TRK1,Creinhardtii PWY-5723,v5.5
Cre02.g080500.t1.2,Cre02.g080500,,Creinhardtii PWY-6313,v5.5
Cre02.g080850.t1.2,Cre02.g080850,CYN47,Creinhardtii PWY-7214,v5.5
Cre02.g081350.t1.1,Cre02.g081350,,Creinhardtii PWY-5381,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii ILEUDEG-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii ILEUSYN-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii LEU-DEG2-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii LEUSYN-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii PWY-3001,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii PWY-6854,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii VALDEG-PWY,v5.5
Cre02.g081400.t1.2,Cre02.g081400,,Creinhardtii VALSYN-PWY,v5.5
Cre02.g081550.t1.2,Cre02.g081550,,Creinhardtii PWY-7219,v5.5
Cre02.g081550.t1.2,Cre02.g081550,,Creinhardtii PWY-7229,v5.5
Cre02.g081550.t1.2,Cre02.g081550,,Creinhardtii PWY-841,v5.5
Cre02.g082150.t1.1,Cre02.g082150,,Creinhardtii HOMOSER-THRESYN-PWY,v5.5
Cre02.g082150.t1.1,Cre02.g082150,,Creinhardtii PWY-3001,v5.5
Cre02.g082150.t1.1,Cre02.g082150,,Creinhardtii THRESYN-PWY,v5.5
Cre02.g082200.t1.1,Cre02.g082200,,Creinhardtii HOMOSER-THRESYN-PWY,v5.5
Cre02.g082200.t1.1,Cre02.g082200,,Creinhardtii PWY-3001,v5.5
Cre02.g082200.t1.1,Cre02.g082200,,Creinhardtii THRESYN-PWY,v5.5
Cre02.g082250.t1.1,Cre02.g082250,,Creinhardtii HOMOSER-THRESYN-PWY,v5.5
Cre02.g082250.t1.1,Cre02.g082250,,Creinhardtii PWY-3001,v5.5
Cre02.g082250.t1.1,Cre02.g082250,,Creinhardtii THRESYN-PWY,v5.5
Cre02.g082825.t1.1,Cre02.g082825,,Creinhardtii PWY-6281,v5.5
Cre02.g082825.t1.1,Cre02.g082825,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre02.g082877.t1.1,Cre02.g082877,,Creinhardtii PWY-6281,v5.5
Cre02.g082877.t1.1,Cre02.g082877,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre02.g084950.t1.2,Cre02.g084950,CYG71,Creinhardtii PWY-7221,v5.5
Cre02.g084950.t1.2,Cre02.g084950,CYG71,Creinhardtii PWY-7228,v5.5
Cre02.g084950.t1.2,Cre02.g084950,CYG71,Creinhardtii PWY-841,v5.5
Cre02.g085450.t1.2,Cre02.g085450,,Creinhardtii CHLOROPHYLL-SYN,v5.5
Cre02.g085450.t1.2,Cre02.g085450,,Creinhardtii HEME-BIOSYNTHESIS-II,v5.5
Cre02.g085900.t1.2,Cre02.g085900,,Creinhardtii PWY-2301,v5.5
Cre02.g085900.t1.2,Cre02.g085900,,Creinhardtii PWY-6358,v5.5
Cre02.g085900.t1.2,Cre02.g085900,,Creinhardtii PWY-6363,v5.5
Cre02.g086050.t1.1,Cre02.g086050,,Creinhardtii PWY-6019,v5.5
Cre02.g087700.t1.2,Cre02.g087700,APX1,Creinhardtii PWY-2261,v5.5
Cre02.g087700.t1.2,Cre02.g087700,APX1,Creinhardtii PWY-6959,v5.5
Cre02.g087950.t1.2,Cre02.g087950,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre02.g087950.t1.2,Cre02.g087950,,Creinhardtii TRNA-CHARGING-PWY,v5.5
Cre02.g088250.t1.2,Cre02.g088250,,Creinhardtii PWY-4381,v5.5
Cre02.g088300.t1.1,Cre02.g088300,,Creinhardtii PWY-6619,v5.5
Cre02.g088850.t1.2,Cre02.g088850,,Creinhardtii RIBOSYN2-PWY,v5.5
Cre02.g089311.t1.1,Cre02.g089311,,Creinhardtii PWY-5083,v5.5
Cre02.g089311.t1.1,Cre02.g089311,,Creinhardtii PWY-6348,v5.5
Cre02.g090150.t1.2,Cre02.g090150,PANC1,Creinhardtii PANTO-PWY,v5.5
Cre02.g091050.t1.2,Cre02.g091050,,Creinhardtii PWY-5188,v5.5
Cre02.g091750.t1.2,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t1.2,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t1.2,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t2.1,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t2.1,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t2.1,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t3.1,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t3.1,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091750.t3.1,Cre02.g091750,,Creinhardtii PWY-6724,v5.5
Cre02.g091850.t1.2,Cre02.g091850,,Creinhardtii LEU-DEG2-PWY,v5.5
Cre02.g092600.t1.2,Cre02.g092600,,Creinhardtii CHLOROPHYLL-SYN,v5.5
Cre02.g092600.t1.2,Cre02.g092600,,Creinhardtii HEME-BIOSYNTHESIS-II,v5.5
Cre02.g092900.t1.2,Cre02.g092900,,Creinhardtii GLUTAMINDEG-PWY,v5.5
