gene_id	gene_name	fold_difference	p_value	candidate_gene
Cre02.g088900.t1	PRPL1	1.03	0.598	FALSE
Cre-1.g2717055.t1	rpl2	1	0.978	FALSE
Cre11.g479500.t1	PRPL4	1.11	0.39	FALSE
Cre-1.g2717059.t1	rpl5	1.26	0.315	FALSE
Cre09.g415950.t1	PRPL6	0.98	0.776	FALSE
Cre12.g556050.t1	PRPL9	0.95	0.749	FALSE
Cre06.g272850.t1	PRPL10	1.08	0.342	FALSE
Cre13.g581650.t1	PRPL7	0.98	0.652	FALSE
Cre-1.g2717058.t1	rpl14	1.25	0.222	FALSE
Cre02.g108850.t1	PRPL17	0.9	0.178	FALSE
Cre01.g052100.t1	PRPL18	1.2	0.283	FALSE
Cre17.g734450.t1	PRPL19	1.27	0.0708	FALSE
Cre-1.g2717012.t1	rpl20	0.75	0.423	FALSE
Cre-1.g2717054.t1	rpl23	1	0.951	FALSE
Cre16.g652550.t1	PRPL24	0.92	0.0885	FALSE
Cre06.g265800.t1	PRPL28	1.02	0.819	FALSE
Cre08.g365400.t1	PRPL31	0.89	0.0225	FALSE
Cre02.g101350.t1	RPL10a	0.86	0.00117	FALSE
Cre06.g264350.t1	PRPL13	0.93	0.623	FALSE
Cre14.g612450.t1	PRPL15	0.98	0.842	FALSE
Cre06.g299000.t1	PRPL21	0.92	0.862	FALSE
Cre06.g259850.t1	PRPL29	1.01	0.834	FALSE
Cre07.g352850.t1	PRPL32	1	0.989	FALSE
Cre03.g210050.t1	PRPL35	0.94	0.13	FALSE
Cre06.g308550.t1	PSRP6	1.03	0.699	FALSE
Cre01.g039250.t1	RPS2	0.87	0.0019	FALSE
Cre02.g102250.t1	RPS3	0.96	0.263	FALSE
Cre06.g308250.t1	RPS4	0.97	0.462	FALSE
Cre06.g290950.t1	RPS5	0.92	0.21	FALSE
Cre09.g400650.t1	RPS6	0.86	0.000231	FALSE
Cre12.g498900.t1	RPS7	0.84	1.27e-05	FALSE
Cre06.g272800.t1	RPS8	0.87	0.00822	FALSE
Cre08.g359750.t1	RPS9	0.88	0.000517	FALSE
Cre09.g411100.t1	RPS10	0.84	0.0177	FALSE
Cre12.g514500.t1	RPS11	0.83	0.000302	FALSE
Cre07.g331900.t1	RPS13	0.84	0.00169	FALSE
Cre11.g480150.t1	RPS14	0.9	0.00165	FALSE
Cre08.g360900.t1	RPS15	0.89	0.00709	FALSE
Cre13.g573351.t1	Cre13.g573351	0.85	0.00712	FALSE
Cre12.g498250.t1	RPS17	0.88	0.00685	FALSE
Cre06.g272950.t1	RPS18	0.92	0.224	FALSE
Cre02.g106600.t1	RPS19	0.9	0.111	FALSE
Cre16.g660200.t1	RPS20	0.95	0.265	FALSE
Cre03.g203450.t1	RPS21	1.11	0.445	FALSE
Cre12.g504200.t1	RPS23	1.09	0.635	FALSE
Cre10.g456200.t1	RPS24	0.84	0.00741	FALSE
Cre16.g682300.t1	RPS26	0.81	0.00143	FALSE
Cre12.g529400.t1	RPS27e1	0.86	0.00586	FALSE
Cre10.g432800.t1	RPSa	0.86	0.0449	FALSE
Cre13.g568650.t1	RPS3a	0.86	1.8e-05	FALSE
Cre12.g532550.t1	RPL13a	0.84	0.000808	FALSE
Cre10.g417700.t1	RPL3	0.83	1.55e-06	FALSE
Cre14.g621450.t1	RPL5	0.76	0.000331	FALSE
Cre01.g047750.t1	RPL18a	0.81	8.39e-06	FALSE
Cre01.g011000.t1	RPL6	0.8	3.26e-08	FALSE
Cre12.g537800.t1	RPL7	0.78	1.55e-08	FALSE
Cre09.g388200.t1	RPL10	0.81	1.17e-10	FALSE
Cre01.g027000.t1	RPL11	0.82	5.11e-07	FALSE
Cre06.g282500.t1	RPL23a	0.81	2.94e-06	FALSE
Cre12.g528750.t1	RPL12	0.83	0.0113	FALSE
Cre14.g630100.t1	RPL13	0.79	2.35e-08	FALSE
Cre17.g701200.t1	RPL14	0.79	3.25e-09	FALSE
Cre02.g091100.t1	RPL15	0.84	0.0828	FALSE
Cre02.g115200.t1	RPL27a	0.77	3.14e-08	FALSE
Cre13.g568900.t1	RPL17	0.8	0.026	FALSE
Cre12.g512600.t1	RPL18	0.8	0.048	FALSE
Cre13.g595250.t1	RPL21	0.71	2.04e-06	FALSE
Cre07.g357850.t1	RPL22	0.83	1.77e-07	FALSE
Cre04.g211800.t1	RPL23	1.03	0.799	FALSE
Cre10.g459250.t1	RPL35a	0.84	0.00448	FALSE
Cre02.g126450.t1	RPL24	0.84	0.000965	FALSE
Cre06.g257150.t1	RPL37a	0.75	0.00174	FALSE
Cre01.g040000.t1	RPL26	0.86	0.0677	FALSE
Cre17.g701650.t1	RPL27	0.82	3.41e-05	FALSE
Cre18.g749500.t1	Cre18.g749500	0.76	1.37e-08	FALSE
Cre18.g749500.t1	RPL28	0.76	1.37e-08	FALSE
Cre10.g420750.t1	RPL30	0.89	0.0323	FALSE
Cre12.g489100.t1	RPL31	0.8	0.431	FALSE
Cre06.g289550.t1	RPL32	0.78	6.18e-09	FALSE
Cre16.g661050.t1	RPL34e	0.96	0.587	FALSE
Cre14.g617900.t1	RPL35	0.79	2.25e-06	FALSE
Cre12.g484050.t1	RPL36	0.75	0.00332	FALSE
Cre10.g430400.t1	RPL37	1.1	0.646	FALSE
Cre26.g773500.t1	RPL38	0.71	0.0399	FALSE
Cre06.g310700.t1	RPL36a	0.8	0.368	FALSE
Cre12.g529650.t1	RPL7a	0.7	0.0195	FALSE
Cre12.g520500.t1	RPP0	0.78	0.00115	FALSE
Cre17.g738300.t1	RPP1	0.91	0.159	FALSE
Cre02.g143050.t1	RPP2	0.89	0.479	FALSE
Cre02.g134700.t1	RPL4	0.79	1.24e-08	FALSE
Cre12.g520600.t1	PRPS6	1.15	0.139	FALSE
Cre08.g382500.t1	RPS25	0.87	0.00273	FALSE
Cre02.g075700.t1	RPL19	0.81	2.84e-08	FALSE
Cre12.g494050.t1	RPL9	0.83	5.5e-06	FALSE
Cre06.g308850.t1	Cre06.g308850	1.83	2.2e-05	FALSE
Cre17.g696250.t1	Cre17.g696250	0.95	0.837	FALSE
Cre02.g098450.t1	EIF2G	1.62	0.0267	FALSE
Cre13.g564250.t1	EIF3A	0.91	0.365	FALSE
Cre03.g190100.t1	EIF3B	0.84	0.04	FALSE
Cre04.g217550.t1	EIF3C:5frag	0.72	0.112	FALSE
Cre05.g242300.t1	EIF3D	1	0.985	FALSE
Cre12.g498100.t1	EIF3E	0.97	0.733	FALSE
Cre16.g654500.t1	EIF3F	0.96	0.605	FALSE
Cre06.g269450.t1	EIF3G	0.9	0.235	FALSE
Cre01.g063600.t1	EIF3H	0.97	0.752	FALSE
Cre03.g194400.t1	EIF3I	1.29	0.0215	FALSE
Cre12.g515650.t1	EIF3K	1.01	0.823	FALSE
Cre03.g199900.t1	EIF4E	1.03	0.603	FALSE
Cre12.g529950.t1	EIF4G	1.08	0.104	FALSE
Cre06.g298100.t1	SUI1A	1.46	0.014	FALSE
Cre12.g490000.t1	EIF2A	1.14	0.382	FALSE
Cre12.g531550.t1	EIF2B	1.1	0.754	FALSE
Cre19.g751750.t1	EIF4A	1.14	0.484	FALSE
Cre06.g251600.t1	EIF5	1.09	0.832	FALSE
Cre17.g719000.t1	EJC4	1.24	5.35e-05	FALSE
Cre03.g158750.t1	HEL14	1.34	0.00281	FALSE
Cre04.g223850.t1	HEL23	1	0.98	FALSE
Cre06.g298650.t1	HEL31	1.08	0.00652	FALSE
Cre02.g097400.t1	IF5A	0.87	0.167	FALSE
Cre06.g263400.t1	Cre06.g263400	0.57	0.373	FALSE
Cre02.g076250.t1	EFG1	0.87	0.00055	FALSE
Cre12.g516200.t1	EFG2	0.86	2.96e-06	FALSE
Cre06.g284750.t1	EFG3	1.07	0.157	FALSE
Cre17.g737250.t1	EFG5	0.31	0.032	TRUE
Cre13.g606000.t1	EFG7	0.38	0.192	FALSE
Cre06.g259150.t1	EFG8	1.11	0.625	FALSE
Cre16.g691000.t1	EFP1	0.74	4.93e-05	FALSE
Cre04.g222700.t1	ABC4	0.89	0.0273	FALSE
Cre12.g498600.t1	EEF1A1	1.12	0.0239	FALSE
Cre06.g263450.t1	EEF1a3	1.12	0.0239	FALSE
Cre15.g635600.t1	npc1	1.2	0.528	FALSE
Cre-1.g2716979.t1	tufA	0.75	3.46e-10	FALSE
Cre03.g156050.t1	Cre03.g156050	1.67	1.32e-09	FALSE
Cre13.g587050.t1	ERF1	1	0.986	FALSE
Cre02.g123400.t1	ERF2	0.97	0.658	FALSE
Cre02.g092400.t1	Cre02.g092400	1.42	0.243	FALSE
Cre07.g316000.t1	Cre07.g316000	1.39	1.68e-07	FALSE
Cre04.g215850.t1	IPA1	1.14	0.325	FALSE
Cre01.g034000.t1	IPB1	0.83	0.606	FALSE
Cre01.g061700.t1	XPO1	1.07	0.867	FALSE
Cre12.g513150.t1	MIA40	1.59	0.0671	FALSE
Cre06.g308900.t1	TOB55	0.85	0.642	FALSE
Cre12.g534600.t1	TOM20	1.14	0.0189	FALSE
Cre10.g424450.t1	TOM40	1.06	0.356	FALSE
Cre17.g734300.t1	Cre17.g734300	0.94	0.327	FALSE
Cre13.g562850.t1	THF1	1.08	0.568	FALSE
Cre10.g452450.t1	TIC110	1.23	0.331	FALSE
Cre14.g625750.t1	TIC22	0.85	0.504	FALSE
Cre12.g508000.t1	TIC40	1.86	0.00127	FALSE
Cre06.g252200.t1	TOC34	0.89	0.0558	FALSE
Cre03.g175200.t1	TOC75	0.98	0.871	FALSE
Cre10.g438550.t1	TAT1	1.84	7.8e-08	FALSE
Cre05.g244950.t1	Cre05.g244950	0.96	0.799	FALSE
Cre03.g180850.t1	SEC23A	1.18	0.343	FALSE
Cre02.g091150.t1	SEC24A	1.5	0.175	FALSE
Cre07.g328550.t1	VPS18	0.63	0.0118	FALSE
Cre09.g414200.t1	VPS26	0.87	0.664	FALSE
Cre04.g218250.t1	ARL3	1.29	0.0105	FALSE
Cre08.g371450.t1	COPZ1	1.18	0.0318	FALSE
Cre12.g522450.t1	SEC31	1.47	0.303	FALSE
Cre07.g318450.t1	SEC61B	1.15	0.739	FALSE
Cre01.g068150.t1	SEC61G	0.84	0.671	FALSE
Cre25.g770850.t1	ARL15	1.14	0.00455	FALSE
Cre12.g486250.t1	ARL6	1.14	0.00455	FALSE
Cre25.g770750.t1	ARL7	1.14	0.00455	FALSE
Cre10.g448200.t1	ARL9	1.33	0.694	FALSE
Cre02.g099150.t1	SNP1	1.13	0.628	FALSE
Cre02.g076900.t1	CGK2	0.81	0.445	FALSE
Cre01.g011800.t1	Cre01.g011800	0.58	0.219	FALSE
Cre01.g056900.t1	Cre01.g056900	1.79	0.255	FALSE
Cre01.g065900.t1	Cre01.g065900	0.48	0.0355	TRUE
Cre03.g190050.t1	Cre03.g190050	0.19	0.0261	TRUE
Cre03.g210250.t1	Cre03.g210250	0.52	0.636	FALSE
Cre04.g220050.t1	Cre04.g220050	3.39	0.201	FALSE
Cre06.g251050.t1	Cre06.g251050	0.12	0.0218	TRUE
Cre06.g273000.t1	Cre06.g273000	1.07	0.492	FALSE
Cre07.g329861.t1	Cre07.g329861	0.97	0.962	FALSE
Cre07.g347000.t1	Cre07.g347000	0.47	0.397	FALSE
Cre09.g413124.t1	Cre09.g413124	0.82	0.691	FALSE
Cre11.g472400.t1	Cre11.g472400	1.38	0.376	FALSE
Cre11.g473650.t1	Cre11.g473650	1.36	0.0182	FALSE
Cre11.g481000.t1	Cre11.g481000	0.16	0.000329	TRUE
Cre16.g657350.t1	Cre16.g657350	0.78	0.526	FALSE
Cre16.g674900.t1	Cre16.g674900	0.36	0.0515	FALSE
Cre17.g710000.t1	Cre17.g710000	1.98	0.433	FALSE
Cre18.g748950.t1	Cre18.g748950	1.82	0.00124	FALSE
Cre22.g765450.t1	Cre22.g765450	0.72	0.736	FALSE
Cre16.g663200.t1	FAP295	1.59	0.335	FALSE
Cre12.g511850.t1	GSK3	0.71	1.21e-05	FALSE
Cre01.g012150.t1	MSRA4	0.7	0.19	FALSE
Cre12.g493250.t1	CGK	0.79	0.609	FALSE
Cre12.g549750.t1	CSK1	0.47	0.171	FALSE
Cre03.g201400.t1	PPP16	0.1	0.213	FALSE
Cre06.g292550.t1	PPP25	0.29	0.0119	TRUE
Cre06.g308350.t1	PPP26	1.2	0.51	FALSE
Cre07.g326800.t1	PPP29	2.37	1.56e-05	TRUE
Cre11.g477300.t1	PPP36	0.8	0.021	FALSE
Cre23.g768350.t1	PPP47	1.12	0.666	FALSE
Cre01.g050850.t1	PPP49	1.06	0.784	FALSE
Cre02.g126400.t1	PPP8	1.04	0.521	FALSE
Cre12.g489850.t1	STK10	1.29	0.444	FALSE
Cre01.g011850.t1	Cre01.g011850	1.94	0.384	FALSE
Cre11.g477450.t1	Cre11.g477450	0.89	0.797	FALSE
Cre12.g485600.t1	Cre12.g485600	0.75	0.786	FALSE
Cre15.g637800.t1	Cre15.g637800	0.97	0.977	FALSE
Cre18.g747350.t1	Cre18.g747350	1.11	0.863	FALSE
Cre01.g045600.t1	SRR12	1.64	0.433	FALSE
Cre01.g003800.t1	MAPKKK	0.77	0.784	FALSE
Cre12.g532050.t1	Cre12.g532050	1.52	0.491	FALSE
Cre15.g646850.t1	Cre15.g646850	0.78	0.755	FALSE
Cre19.g754500.t1	Cre19.g754500	1.62	0.436	FALSE
Cre04.g219950.t1	Cre04.g219950	1.16	0.399	FALSE
Cre01.g007700.t1	Cre01.g007700	1.63	0.0055	FALSE
Cre04.g213250.t1	Cre04.g213250	1.01	0.832	FALSE
Cre10.g423300.t1	Cre10.g423300	1.3	0.00534	FALSE
Cre12.g541800.t1	Cre12.g541800	1.5	0.416	FALSE
Cre15.g639400.t1	Cre15.g639400	1.51	0.142	FALSE
Cre12.g509750.t1	QCR2	0.78	0.0271	FALSE
Cre13.g572900.t1	OLP3	0.97	0.637	FALSE
Cre19.g754700.t1	RSE4	1.69	0.000821	FALSE
Cre09.g406700.t1	Cre09.g406700	0.56	0.142	FALSE
Cre01.g049950.t1	vle1	2.29	0.0246	TRUE
Cre09.g407700.t1	CEP1	0.45	0.00116	TRUE
Cre12.g483550.t1	VPE1	0.2	0.0468	TRUE
Cre10.g448850.t1	CAL5	1.15	0.236	FALSE
Cre14.g631100.t1	CEP13	0.87	0.788	FALSE
Cre14.g631150.t1	CEP14	0.96	0.945	FALSE
Cre08.g376750.t1	CEP7	2.29	0.212	FALSE
Cre04.g226850.t1	ASP1	1.71	0.00371	FALSE
Cre12.g500950.t1	CLPP4	1.11	0.581	FALSE
Cre12.g486100.t1	CLPP5	0.76	0.317	FALSE
Cre14.g619100.t1	CLPR1	0.96	0.61	FALSE
Cre07.g331500.t1	CLPR3	1.53	0.531	FALSE
Cre06.g299650.t1	CLPR6	1.15	0.269	FALSE
Cre01.g042450.t1	Cre01.g042450	0.72	0.139	FALSE
Cre03.g180650.t1	DEG7	0.49	0.209	FALSE
Cre16.g679550.t1	FAP277	3.14	3.54e-08	TRUE
Cre20.g758550.t1	CPY	0.75	0.00154	FALSE
Cre06.g279400.t1	CPY	0.88	0.297	FALSE
Cre-1.g2717015.t1	clpP	1.06	0.451	FALSE
Cre06.g271700.t1	Cre06.g271700	1.36	0.00018	FALSE
Cre12.g508500.t1	Cre12.g508500	0.88	0.0891	FALSE
Cre01.g020900.t1	PRE1	0.94	0.219	FALSE
Cre12.g485800.t1	FHL1	0.64	0.0988	FALSE
Cre17.g720050.t1	FHL2	1.31	0.0392	FALSE
Cre13.g568400.t1	FHL4	0.42	0.0013	TRUE
Cre07.g352350.t1	FHL7	0.76	0.123	FALSE
Cre01.g023350.t1	OLP2	1.15	0.254	FALSE
Cre12.g508250.t1	Cre12.g508250	0.42	0.208	FALSE
Cre14.g613350.t1	Cre14.g613350	1.25	0.518	FALSE
Cre16.g663500.t1	RPN10	1.26	0.0251	FALSE
Cre06.g273600.t1	RPS27a	0.92	0.175	FALSE
Cre01.g007051.t1	Cre01.g007051	1.53	6.2e-05	FALSE
Cre10.g447300.t1	Cre10.g447300	2.96	0.0494	TRUE
Cre18.g750000.t1	UBQ1	2	1e-07	FALSE
Cre09.g396400.t1	UBQ2	1.87	1.7e-05	FALSE
Cre01.g066400.t1	SUM7	0.99	0.925	FALSE
Cre09.g386400.t1	UBA1	1.13	0.518	FALSE
Cre57.g791450.t1	SAE3	1.34	0.00148	FALSE
Cre16.g693150.t1	SIR1	0.74	0.0531	FALSE
Cre05.g247600.t1	UBC2	0.66	0.000316	FALSE
Cre01.g026600.t1	ubc11	1.03	0.65	FALSE
Cre01.g012450.t1	Cre01.g012450	0.73	0.654	FALSE
Cre01.g022100.t1	Cre01.g022100	0.44	0.193	FALSE
Cre01.g018900.t1	Cre01.g018900	0.46	0.101	FALSE
Cre01.g044850.t1	Cre01.g044850	0.49	0.452	FALSE
Cre12.g501200.t1	SKP1	1.31	0.000338	FALSE
Cre12.g504900.t1	Cre12.g504900	0.54	0.0864	FALSE
Cre17.g734400.t1	CUL3	1.41	0.333	FALSE
Cre13.g579100.t1	APC1:5frag	0.6	0.728	FALSE
Cre02.g080350.t1	Cre02.g080350	1.4	0.00147	FALSE
Cre03.g191900.t1	Cre03.g191900	2.31	0.236	FALSE
Cre17.g726050.t1	Cre17.g726050	0.73	0.565	FALSE
Cre01.g058150.t1	Cre01.g058150	0.88	0.234	FALSE
Cre75.g795450.t1	Cre75.g795450	1.01	0.955	FALSE
Cre10.g424400.t1	PBB1	1.41	0.445	FALSE
Cre17.g705400.t1	POA1	0.99	0.937	FALSE
Cre10.g418100.t1	POA3	1.07	0.417	FALSE
Cre01.g030850.t1	POA4	1.11	0.423	FALSE
Cre06.g304300.t1	POA6	0.9	0.34	FALSE
Cre14.g619550.t1	POA7	1.12	0.039	FALSE
Cre01.g066650.t1	RPN1	1.17	0.0928	FALSE
Cre01.g011500.t1	RPN11	1.53	0.056	FALSE
Cre17.g708300.t1	RPN12	1.03	0.639	FALSE
Cre02.g097650.t1	RPN6	1.22	0.00267	FALSE
Cre13.g581450.t1	RPN7	0.36	0.0487	TRUE
Cre13.g601100.t1	RPN8	1.1	0.732	FALSE
Cre15.g644800.t1	RPN9	1.18	0.0107	FALSE
Cre14.g625400.t1	RPT1	1.31	0.0644	FALSE
Cre07.g329700.t1	RPT2	1.03	0.781	FALSE
Cre17.g710150.t1	RPT4	1.83	0.0607	FALSE
Cre10.g439150.t1	RPT5	0.68	0.0549	FALSE
Cre04.g216600.t1	RPT6	1.06	0.73	FALSE
Cre12.g531100.t1	POB2	1.25	0.561	FALSE
Cre02.g092550.t1	Cre02.g092550	0.53	0.233	FALSE
Cre07.g341550.t1	Cre07.g341550	1.8	1.14e-07	FALSE
Cre06.g261650.t1	PFD3	1.15	0.213	FALSE
Cre02.g135150.t1	FKB23	4.53	6.66e-16	TRUE
Cre07.g342250.t1	PFD2	1.03	0.716	FALSE
Cre12.g523150.t1	PFD5	0.91	0.836	FALSE
Cre07.g318800.t1	HSP22A	8.78	0	TRUE
Cre07.g318850.t1	HSP22B	1.54	0.329	FALSE
Cre01.g060000.t1	HSP22C	3.82	0.000125	TRUE
Cre14.g617450.t1	HSP22E	2.27	4.58e-07	TRUE
Cre14.g617400.t1	HSP22F	1.67	0.00314	FALSE
Cre10.g439100.t1	CCT1	1.38	4.76e-06	FALSE
Cre09.g416750.t1	CCT2	1.19	0.0505	FALSE
Cre10.g443250.t1	CCT3	0.94	0.833	FALSE
Cre24.g769900.t1	CCT4	0.72	0.476	FALSE
Cre03.g156750.t1	CCT5	1.49	0.0252	FALSE
Cre09.g397200.t1	CCT6	1.39	9.05e-05	FALSE
Cre01.g026550.t1	CCT7	1.42	0.0066	FALSE
Cre03.g168450.t1	CCT8	1.24	7.25e-08	FALSE
Cre32.g781650.t1	CPN60A	3.08	0	TRUE
Cre17.g741450.t1	CPN60B1	1.83	1.43e-05	FALSE
Cre07.g339150.t1	CPN60B2	3.88	0	TRUE
Cre06.g309100.t1	CPN60C	2.75	0	TRUE
Cre02.g080700.t1	BIP1	2.22	0	TRUE
Cre08.g372100.t1	HSP70A	2.99	0	TRUE
Cre06.g250100.t1	HSP70B	2.64	0	TRUE
Cre09.g393200.t1	HSP70C	2.06	0	TRUE
Cre16.g677000.t1	HSP70E	1.61	0.000775	FALSE
Cre10.g439900.t1	HSP70G	1.6	2.74e-07	FALSE
Cre09.g386750.t1	HSP90A	3.26	0	TRUE
Cre02.g080650.t1	HSP90B	1.89	0.000799	FALSE
Cre12.g514850.t1	HSP90C	2.94	0	TRUE
Cre18.g746450.t1	CLPB1	3.11	0	TRUE
Cre02.g090850.t1	CLPB3	2.47	1.65e-12	TRUE
Cre10.g465550.t1	CLPD1	1.11	0.119	FALSE
Cre16.g663350.t1	CLPX	0.86	0.509	FALSE
Cre02.g147850.t1	HSLU2	0.67	0.0167	FALSE
Cre12.g507650.t1	CDJ1	1.53	0.00528	FALSE
Cre07.g341600.t1	CGE1a	1.07	0.829	FALSE
Cre07.g341600.t1	CGE1a	1.64	0.0661	FALSE
Cre07.g341600.t2	CGE1b	1.07	0.829	FALSE
Cre07.g341600.t2	CGE1b	1.7	0.0771	FALSE
Cre03.g178450.t1	CPN10	3.16	0	TRUE
Cre01.g065600.t1	CPN11	3.4	4.42e-13	TRUE
Cre28.g776900.t1	CPN20	2.94	4.45e-11	TRUE
Cre12.g505850.t1	CPN23	3.64	0	TRUE
Cre17.g701500.t1	DNJ1	2.12	0	TRUE
Cre03.g189950.t1	HOP1	3.27	0	TRUE
Cre08.g370450.t1	MGE1	1	0.944	FALSE
Cre13.g586300.t1	FKB12	0.93	0.164	FALSE
Cre16.g675550.t1	FKB16	1.14	0.127	FALSE
Cre12.g530300.t1	FKB6	1.2	0.000236	FALSE
Cre03.g189800.t1	CYN38	0.79	9.47e-06	FALSE
Cre01.g002300.t1	CYN4	0.78	0.00374	FALSE
Cre13.g588100.t1	CYN5	1.32	3.09e-05	FALSE
Cre06.g284900.t1	CYN6	1.39	0.017	FALSE
Cre12.g544150.t1	CYN7	1.2	0.246	FALSE
Cre12.g496000.t1	CYN8	0.88	0.357	FALSE
Cre12.g523300.t1	GTR22	1.26	0.356	FALSE
Cre15.g643600.t1	SUF2	1.15	0.686	FALSE
Cre07.g339700.t1	SUF3	0.9	0.0454	FALSE
Cre12.g513950.t1	SUFD	0.93	0.278	FALSE
Cre06.g273700.t1	HCF136	0.53	9.25e-07	FALSE
Cre01.g019950.t1	DNJ7	1.19	0.782	FALSE
Cre16.g694450.t1	DNJ36	0.91	0.795	FALSE
Cre06.g252300.t1	PDK1	1.38	0.398	FALSE
Cre16.g682550.t1	PCC7	4.67	0.112	FALSE
Cre06.g269200.t1	cya7	1.22	0.636	FALSE
Cre16.g673450.t1	Cre16.g673450	0.58	0.0394	FALSE
Cre01.g038400.t1	CRT2	2.06	1.04e-12	TRUE
Cre01.g044600.t1	Cre01.g044600	0.59	0.057	FALSE
Cre01.g057350.t1	Cre01.g057350	0.58	0.308	FALSE
Cre02.g110350.t1	Cre02.g110350	1.14	0.39	FALSE
Cre06.g260950.t1	Cre06.g260950	1.12	0.278	FALSE
Cre06.g305750.t1	Cre06.g305750	1.33	0.648	FALSE
Cre12.g485200.t1	Cre12.g485200	1.16	0.307	FALSE
Cre13.g607650.t1	Cre13.g607650	0.39	0.465	FALSE
Cre14.g632050.t1	Cre14.g632050	0.94	0.84	FALSE
Cre15.g639150.t1	Cre15.g639150	1.71	0.00773	FALSE
Cre17.g725350.t1	Cre17.g725350	1.18	0.0848	FALSE
Cre18.g748500.t1	Cre18.g748500	1.14	0.366	FALSE
Cre18.g748700.t1	Cre18.g748700	1.35	0.145	FALSE
Cre18.g748750.t1	Cre18.g748750	1.14	0.366	FALSE
Cre18.g748800.t1	Cre18.g748800	1.14	0.366	FALSE
Cre12.g497300.t1	TEF2	1.2	0.00115	FALSE
Cre13.g564500.t1	CAMK	1.8	0.168	FALSE
Cre07.g328900.t1	CDPK9	1.53	0.0253	FALSE
Cre03.g202950.t1	TRX14	1.35	0.0582	FALSE
Cre03.g150300.t1	cam8	0.97	0.809	FALSE
Cre02.g088750.t1	ATM3	0.24	0.138	FALSE
Cre06.g270200.t1	PLC1	0.66	0.017	FALSE
Cre01.g063850.t1	Cre01.g063850	1.32	0.837	FALSE
Cre01.g064150.t1	Cre01.g064150	0.45	0.367	FALSE
Cre03.g172250.t1	Cre03.g172250	0.76	0.306	FALSE
Cre05.g236250.t1	Cre05.g236250	0.09	0.0981	FALSE
Cre06.g252450.t1	Cre06.g252450	0.75	0.479	FALSE
Cre10.g461400.t1	Cre10.g461400	1.07	0.94	FALSE
Cre11.g479250.t1	Cre11.g479250	1.71	0.00858	FALSE
Cre13.g562150.t1	Cre13.g562150	0.83	0.563	FALSE
Cre14.g611750.t1	Cre14.g611750	0.65	0.416	FALSE
Cre15.g647200.t1	Cre15.g647200	1.02	0.668	FALSE
Cre17.g715350.t1	Cre17.g715350	0.72	0.39	FALSE
Cre17.g715421.t1	Cre17.g715421	0.95	0.939	FALSE
Cre17.g737050.t1	Cre17.g737050	1.04	0.862	FALSE
Cre02.g104900.t1	FAP204	0.82	0.0594	FALSE
Cre02.g123200.t1	GDI1	1.41	7.39e-06	FALSE
Cre10.g459500.t1	NGB1	1.87	0.337	FALSE
Cre03.g191050.t1	RAN1	1.29	0.0237	FALSE
Cre09.g394450.t1	RBP1	1.5	7.89e-06	FALSE
Cre11.g468300.t1	ARL10	1.68	0.108	FALSE
Cre12.g560150.t1	RAB1	1.04	0.776	FALSE
Cre03.g189250.t1	RAB11	1.13	0.0241	FALSE
Cre02.g126100.t1	RAB2	1.19	0.409	FALSE
Cre12.g517400.t1	RAB5	1.8	0.00168	FALSE
Cre01.g047550.t1	RAB6	1.22	0.233	FALSE
Cre06.g311900.t1	RAB7	0.95	0.759	FALSE
Cre11.g477950.t1	Cre11.g477950	1.07	0.466	FALSE
Cre12.g508900.t1	MAPK6	0.99	0.945	FALSE
Cre08.g373300.t1	MAPKKK1	0.66	0.553	FALSE
Cre02.g103900.t1	MAPKKK11	1.12	0.32	FALSE
Cre14.g617700.t1	PDE2	3.36	0.0359	TRUE
Cre01.g002500.t1	COP1	1.68	0.0024	FALSE
Cre06.g269050.t1	Cre06.g269050	1.21	0.105	FALSE
Cre03.g199000.t1	PHT1	0.86	0.668	FALSE
Cre07.g339050.t1	ADF3	1.69	0.0818	FALSE
Cre15.g636300.t1	CPN2	1.06	0.587	FALSE
Cre04.g219000.t1	Cre04.g219000	0.64	0.445	FALSE
Cre08.g366100.t1	Cre08.g366100	1.84	0.377	FALSE
Cre09.g407000.t1	Cre09.g407000	1.82	4.5e-09	FALSE
Cre12.g524400.t1	Cre12.g524400	1.02	0.901	FALSE
Cre16.g653250.t1	Cre16.g653250	1.03	0.941	FALSE
Cre17.g741750.t1	Cre17.g741750	0.81	0.223	FALSE
Cre24.g769350.t1	Cre24.g769350	0.84	0.428	FALSE
Cre26.g773100.t1	Cre26.g773100	1.18	0.22	FALSE
Cre03.g166700.t1	FOR1	0.55	0.263	FALSE
Cre16.g658650.t1	MYO1	0.55	0.126	FALSE
Cre10.g427250.t1	PRO1	1.08	0.187	FALSE
Cre03.g149800.t1	TOG1	0.53	0.501	FALSE
Cre03.g190950.t1	TUA1	0.75	1.81e-09	FALSE
Cre04.g216850.t1	TUA2	0.75	1.81e-09	FALSE
Cre12.g542250.t1	TUB1	0.78	9.13e-08	FALSE
Cre12.g549550.t1	TUB2	0.78	9.13e-08	FALSE
Cre13.g603700.t1	ACT1	0.77	0.012	FALSE
Cre03.g181150.t1	DLL1	0.76	0.448	FALSE
Cre17.g741700.t1	KIL22	0.99	0.951	FALSE
Cre17.g741500.t1	KIL7	1.57	0.135	FALSE
