gene_id	gene_name	fold_difference	p_value	candidate_gene
Cre12.g546100.t1	KIN14	1.29	0.815	FALSE
Cre13.g594750.t1	KIN14	0.99	0.929	FALSE
Cre16.g656700.t1	_KIN14A-2	0.81	0.764	FALSE
Cre03.g164050.t1	KIN15	1.33	0.0545	FALSE
Cre03.g189300.t1	PLP10	1.34	0.0408	FALSE
Cre10.g430900.t1	SPB2	0.78	0.0412	FALSE
Cre06.g269950.t1	CDC48	0.91	0.234	FALSE
Cre12.g556250.t1	Cre12.g556250	1.03	0.801	FALSE
Cre01.g029200.t1	ESP1	1.61	0.386	FALSE
Cre06.g255450.t1	MAT3	0.8	0.123	FALSE
Cre13.g593450.t1	RAE1	1.25	0.211	FALSE
Cre12.g525050.t1	SMC6A	0.99	0.987	FALSE
Cre12.g498450.t1	RCC	1.18	0.308	FALSE
Cre17.g742200.t1	RCC	0.89	0.0742	FALSE
Cre17.g729800.t1	Cre17.g729800	0.5	0.00728	FALSE
Cre14.g613900.t1	CYCT1	0.88	0.562	FALSE
Cre02.g098300.t1	Cre02.g098300	0.4	0.247	FALSE
Cre12.g519350.t1	PHB2	1.36	0.00031	FALSE
Cre01.g047700.t1	CYN40	3.28	6.4e-07	TRUE
Cre11.g478700.t1	FKB3	0.9	0.238	FALSE
Cre11.g478200.t1	AP1B1	0.99	0.971	FALSE
Cre12.g488850.t1	AP2A1	1.28	0.507	FALSE
Cre02.g101400.t1	CHC1	1.03	0.469	FALSE
Cre17.g721900.t1	COG5	0.5	0.308	FALSE
Cre13.g565850.t1	COPA1	1.21	0.000496	FALSE
Cre03.g210600.t1	COPB1	1.06	0.596	FALSE
Cre02.g118500.t1	COPB2	0.95	0.722	FALSE
Cre02.g089100.t1	COPD1	1.01	0.862	FALSE
Cre13.g592450.t1	COPE1	1.59	0.534	FALSE
Cre06.g310750.t1	COPG1	1.02	0.732	FALSE
Cre03.g196900.t1	Cre03.g196900	1.3	3.56e-05	FALSE
Cre16.g653700.t1	Cre16.g653700	1.56	0.314	FALSE
Cre01.g003050.t1	SEC8	0.67	0.431	FALSE
Cre06.g290100.t1	SNC3	1.16	0.109	FALSE
Cre02.g113400.t1	Cre02.g113400	5.64	0.0833	FALSE
Cre12.g559250.t1	FTT1	1.01	0.821	FALSE
Cre06.g257500.t1	FTT2	1.07	0.245	FALSE
Cre02.g088000.t1	PHB1	1.31	0.0731	FALSE
Cre03.g167550.t1	POC3	0.4	0.17	FALSE
Cre07.g332950.t1	SFA1	1.16	0.0176	FALSE
Cre09.g404500.t1	SFI1	0.68	0.305	FALSE
Cre11.g468450.t1	CNT1	0.68	0.00369	FALSE
Cre07.g356400.t1	RPD1	0.99	0.913	FALSE
Cre17.g724550.t1	DIP13	1.13	0.746	FALSE
Cre10.g449250.t1	KAP1	1.52	0.672	FALSE
Cre17.g730950.t1	KIN2	1.17	0.838	FALSE
Cre06.g250300.t1	DHC16	1.15	0.714	FALSE
Cre23.g766400.t1	IFT122	7.56	0.027	TRUE
Cre13.g572700.t1	IFT144	2.83	0.182	FALSE
Cre01.g027950.t1	IFT74	1.49	0.329	FALSE
Cre09.g403800.t1	DHC14	0.82	0.823	FALSE
Cre11.g476050.t1	DHC15	0.59	0.317	FALSE
Cre12.g484250.t1	DHC1	1.77	0.462	FALSE
Cre14.g624950.t1	DHC10	0.27	0.105	FALSE
Cre14.g631200.t1	DIA6	0.95	0.95	FALSE
Cre12.g546400.t1	DLR2	0.78	0.156	FALSE
Cre12.g555950.t1	DHC11	0.32	0.102	FALSE
Cre02.g107350.t1	DHC4	1.25	0.47	FALSE
Cre14.g627600.t1	DHC7	0.86	0.705	FALSE
Cre16.g685450.t1	DHC8	2.07	0.265	FALSE
Cre15.g647450.t1	DHC9	3.52	0.36	FALSE
Cre06.g297850.t1	DHC12	1.17	0.857	FALSE
Cre03.g201900.t1	RSP1	1.96	0.435	FALSE
Cre07.g330200.t1	RSP9	1.41	0.127	FALSE
Cre10.g427300.t1	RSP2	0.57	0.119	FALSE
Cre03.g178150.t1	CAM1	1	0.97	FALSE
Cre12.g519950.t1	FAP42	0.12	0.0136	TRUE
Cre10.g457700.t1	Cre10.g457700	1.29	0.00421	FALSE
Cre04.g227900.t1	PF20	0.52	0.492	FALSE
Cre31.g780700.t1	FMG1	0.81	0.00268	FALSE
Cre29.g778950.t1	FMG1	0.74	0.89	FALSE
Cre10.g456100.t1	AGG3	1.62	6.75e-05	FALSE
Cre01.g003950.t1	Cre01.g003950	11.2	0.0417	TRUE
Cre12.g518107.t1	Cre12.g518107	0.8	0.721	FALSE
Cre17.g698903.t1	Cre17.g698903	0.06	0.026	TRUE
Cre09.g394200.t1	FAP102	0.87	0.453	FALSE
Cre05.g233050.t1	FAP162	1.01	0.83	FALSE
Cre10.g456000.t1	FAP191	1.12	0.604	FALSE
Cre06.g298350.t1	FAP224	1.03	0.884	FALSE
Cre02.g081050.t1	FAP24	0.49	0	TRUE
Cre09.g407250.t1	FAP270	1.37	0.461	FALSE
Cre29.g778250.t1	FAP44	1.49	0.359	FALSE
Cre08.g362050.t1	FAP49	1.5	0.52	FALSE
Cre03.g185050.t1	FAP53	0.54	0.456	FALSE
Cre12.g518550.t1	FAP54	1.47	0.37	FALSE
Cre08.g362000.t1	FAP72	2.18	0.342	FALSE
Cre02.g091700.t1	RIB72	1.16	0.746	FALSE
Cre01.g005850.t1	CBA2	1	0.989	FALSE
Cre08.g361950.t1	FAL10	1.3	0.795	FALSE
Cre02.g118700.t1	Cre02.g118700	1.65	0.354	FALSE
Cre04.g219150.t1	Cre04.g219150	0.79	0.906	FALSE
Cre12.g552700.t1	Cre12.g552700	0.5	0.479	FALSE
Cre17.g728450.t1	Cre17.g728450	0.62	0.474	FALSE
Cre03.g197500.t1	MOT6	0.99	0.865	FALSE
Cre01.g001300.t1	HGC	1.09	0.906	FALSE
Cre02.g117350.t1	TTL2	1.36	0.203	FALSE
Cre01.g050450.t1	TTL6	1.34	0.132	FALSE
Cre06.g304500.t1	ZYS4	1	0.943	FALSE
Cre01.g053250.t1	Cre01.g053250	0.44	0.423	FALSE
Cre03.g152550.t1	Cre03.g152550	0.84	0.736	FALSE
Cre06.g302700.t1	Cre06.g302700	1.15	0.0967	FALSE
Cre06.g302750.t1	Cre06.g302750	2.55	0.338	FALSE
Cre09.g400312.t1	Cre09.g400312	0.46	0.474	FALSE
Cre10.g465650.t1	Cre10.g465650	2.74	0.129	FALSE
Cre13.g586050.t1	Cre13.g586050	1.81	0.00889	FALSE
Cre16.g657550.t1	Cre16.g657550	1.36	0.0668	FALSE
Cre03.g194650.t1	AOA1	1.11	0.604	FALSE
Cre12.g552900.t1	DOA1	2.64	0.0616	FALSE
Cre13.g599400.t1	RCK1	0.98	0.755	FALSE
Cre04.g220350.t1	ATPvA3	1.18	0.636	FALSE
Cre06.g250250.t1	ATPvC	1.35	0.509	FALSE
Cre11.g468550.t1	ATPvG	1.33	0.341	FALSE
Cre10.g459200.t1	PMA2	0.89	0.592	FALSE
Cre09.g410050.t1	ACA14	0.89	0.72	FALSE
Cre03.g164600.t1	ACA3	0.9	0.071	FALSE
Cre03.g165050.t1	ACA6	1.1	0.821	FALSE
Cre10.g461050.t1	ATPvA1	0.96	0.443	FALSE
Cre02.g076350.t1	ATPvB	0.84	9.37e-09	FALSE
Cre03.g176250.t1	ATPvD1	0.9	0.0473	FALSE
Cre09.g405050.t1	ATPvD2	0.93	0.428	FALSE
Cre17.g734500.t1	ATPvE	0.82	0.0177	FALSE
Cre01.g027800.t1	ATPvH	0.81	0.082	FALSE
Cre01.g013700.t1	ASC1	1.23	2.99e-09	FALSE
Cre41.g786600.t1	AAA1	0.96	0.739	FALSE
Cre13.g581400.t1	AAA2	1.08	0.483	FALSE
Cre04.g223300.t1	CCP1	1.68	0.537	FALSE
Cre02.g094250.t1	Cre02.g094250	0.84	0.396	FALSE
Cre15.g641200.t1	Cre15.g641200	0.38	1.14e-07	TRUE
Cre18.g750950.t1	MITC1	0.84	0.122	FALSE
Cre03.g172300.t1	MPC1	1.01	0.905	FALSE
Cre05.g241950.t1	ASC2	1.22	0.000432	FALSE
Cre16.g672650.t1	MIC14	0.82	0.0198	FALSE
Cre12.g490100.t1	TPT19	1.14	0.262	FALSE
Cre17.g707700.t1	NRAMP1	1.17	0.834	FALSE
Cre12.g553450.t1	CNG1	1.55	0.673	FALSE
Cre02.g098750.t1	Cre02.g098750	0.28	0.0147	TRUE
Cre04.g220200.t1	Cre04.g220200	0.89	0.602	FALSE
Cre07.g329882.t1	Cre07.g329882	0.98	0.976	FALSE
Cre49.g789800.t1	Cre49.g789800	0.5	0.536	FALSE
Cre05.g234400.t1	Cre05.g234400	2.1	0.379	FALSE
Cre06.g265100.t1	Cre06.g265100	0.79	0.289	FALSE
Cre07.g335400.t1	Cre07.g335400	1.17	0.643	FALSE
Cre07.g339104.t1	Cre07.g339104	2.11	0.103	FALSE
Cre06.g273750.t1	SUA1	0.82	0.00572	FALSE
Cre17.g729450.t1	CLV2	1.64	0.436	FALSE
Cre12.g549300.t1	MIP1	0.83	0.871	FALSE
Cre09.g388850.t1	ACA1	1.25	0.699	FALSE
Cre16.g665050.t1	CAV2	0.82	0.818	FALSE
Cre18.g751250.t1	CAV4	1.04	0.953	FALSE
Cre17.g702850.t1	CAV5	0.86	0.756	FALSE
Cre16.g665450.t1	RYR1	0.7	0.29	FALSE
Cre05.g242350.t1	ACA13	1.36	0.326	FALSE
Cre09.g410100.t1	ACA9	0.89	0.735	FALSE
Cre02.g130650.t1	IPY2	2.4	0.015	TRUE
Cre09.g415750.t1	MFT8	1.34	0.491	FALSE
Cre16.g658900.t1	TRP10	0.73	0.394	FALSE
Cre13.g570350.t1	AKC4	1.81	0.338	FALSE
Cre01.g031900.t1	Cre01.g031900	1.48	0.0589	FALSE
Cre14.g614850.t1	ANK17	3.77	0.137	FALSE
Cre02.g079800.t1	ASA6	0.59	0.127	FALSE
Cre09.g402950.t1	CGL21	1.29	0.268	FALSE
Cre03.g151700.t1	CGL26	2.28	0.00246	TRUE
Cre02.g086100.t1	CGL40	0.84	0.224	FALSE
Cre10.g444800.t1	CGL63	1.32	0.000935	FALSE
Cre27.g775500.t1	CGL74	0.76	0.269	FALSE
Cre03.g151200.t1	CGLD16	1.11	0.516	FALSE
Cre02.g144850.t1	CGLD26	1.64	0.00181	FALSE
Cre03.g155650.t1	CLC1	0.9	0.537	FALSE
Cre08.g379200.t1	CPLD18:3frag	1.32	0.00195	FALSE
Cre15.g636050.t1	CPLD31	0.91	0.548	FALSE
Cre01.g000850.t1	CPLD38	1.51	0.000355	FALSE
Cre07.g338350.t1	CPLD50	0.89	0.806	FALSE
Cre08.g365000.t1	CSE1	1.01	0.99	FALSE
Cre01.g001100.t1	Cre01.g001100	0.72	0.00195	FALSE
Cre01.g004900.t1	Cre01.g004900	4.72	0	TRUE
Cre01.g004950.t1	Cre01.g004950	2.24	4.49e-10	TRUE
Cre01.g005050.t1	Cre01.g005050	0.83	0.665	FALSE
Cre01.g010150.t1	Cre01.g010150	0.94	0.886	FALSE
Cre01.g010400.t1	Cre01.g010400	0.55	2.45e-05	FALSE
Cre01.g014000.t1	Cre01.g014000	1.02	0.947	FALSE
Cre01.g016900.t1	Cre01.g016900	1.09	0.575	FALSE
Cre01.g017150.t1	Cre01.g017150	4.57	0.186	FALSE
Cre01.g019600.t1	Cre01.g019600	1.03	0.676	FALSE
Cre01.g023300.t1	Cre01.g023300	0.59	0.429	FALSE
Cre01.g024500.t1	Cre01.g024500	1.01	0.945	FALSE
Cre01.g025550.t1	Cre01.g025550	1.05	0.951	FALSE
Cre01.g027400.t1	Cre01.g027400	1.33	0.636	FALSE
Cre01.g032750.t1	Cre01.g032750	0.91	0.622	FALSE
Cre01.g042100.t1	Cre01.g042100	1.05	0.958	FALSE
Cre01.g042200.t1	Cre01.g042200	1.42	0.634	FALSE
Cre01.g043450.t1	Cre01.g043450	1.19	0.139	FALSE
Cre01.g044400.t1	Cre01.g044400	1.41	0.216	FALSE
Cre01.g045500.t1	Cre01.g045500	1.43	0.623	FALSE
Cre01.g048000.t1	Cre01.g048000	1.41	0.605	FALSE
Cre01.g049900.t1	Cre01.g049900	1.08	0.785	FALSE
Cre01.g050550.t1	Cre01.g050550	0.93	0.492	FALSE
Cre01.g054500.t1	Cre01.g054500	1.75	5.55e-16	FALSE
Cre01.g054650.t1	Cre01.g054650	2.27	0.327	FALSE
Cre01.g054850.t1	Cre01.g054850	0.94	0.851	FALSE
Cre01.g055400.t1	Cre01.g055400	1.23	0.454	FALSE
Cre01.g059350.t1	Cre01.g059350	0.82	0.0591	FALSE
Cre01.g060500.t1	Cre01.g060500	0.74	0.168	FALSE
Cre01.g066150.t1	Cre01.g066150	0.55	0.225	FALSE
Cre01.g067000.t1	Cre01.g067000	1.13	0.82	FALSE
Cre01.g067350.t1	Cre01.g067350	1.1	0.655	FALSE
Cre01.g069300.t1	Cre01.g069300	1.68	0.678	FALSE
Cre01.g069600.t1	Cre01.g069600	2.56	0.294	FALSE
Cre01.g072050.t1	Cre01.g072050	0.97	0.952	FALSE
Cre01.g072500.t1	Cre01.g072500	2.56	0.287	FALSE
Cre02.g075400.t1	Cre02.g075400	0.64	0.668	FALSE
Cre02.g076100.t1	Cre02.g076100	0.47	0.0138	TRUE
Cre02.g077550.t1	Cre02.g077550	0.56	3.5e-09	FALSE
Cre02.g079500.t1	Cre02.g079500	0.96	0.95	FALSE
Cre02.g081250.t1	Cre02.g081250	0.95	0.696	FALSE
Cre02.g081300.t1	Cre02.g081300	1.02	0.857	FALSE
Cre02.g083935.t1	Cre02.g083935	0.67	0.352	FALSE
Cre02.g084000.t1	Cre02.g084000	0.91	0.434	FALSE
Cre02.g084500.t1	Cre02.g084500	0.81	0.887	FALSE
Cre02.g085700.t1	Cre02.g085700	1.47	0.762	FALSE
Cre02.g085950.t1	Cre02.g085950	0.93	0.752	FALSE
Cre02.g086850.t1	Cre02.g086850	1.25	0.804	FALSE
Cre02.g088100.t1	Cre02.g088100	0.74	0.243	FALSE
Cre02.g090600.t1	Cre02.g090600	0.74	0.558	FALSE
Cre02.g091500.t1	Cre02.g091500	1.5	0.646	FALSE
Cre02.g093650.t1	Cre02.g093650	1.9	9.39e-05	FALSE
Cre02.g095250.t1	Cre02.g095250	1.03	0.972	FALSE
Cre02.g095550.t1	Cre02.g095550	2.57	0.0494	TRUE
Cre02.g096950.t1	Cre02.g096950	0.53	0.121	FALSE
Cre02.g097550.t1	Cre02.g097550	0.85	0.281	FALSE
Cre02.g098050.t1	Cre02.g098050	0.65	0.445	FALSE
Cre02.g100950.t1	Cre02.g100950	8.44	0.0459	TRUE
Cre02.g104150.t1	Cre02.g104150	2.05	0.226	FALSE
Cre02.g107100.t1	Cre02.g107100	1.24	0.754	FALSE
Cre02.g114300.t1	Cre02.g114300	0.23	0.224	FALSE
Cre02.g115600.t1	Cre02.g115600	2.24	0.392	FALSE
Cre02.g118850.t1	Cre02.g118850	1.41	4.96e-07	FALSE
Cre02.g123950.t1	Cre02.g123950	0.4	0.0252	TRUE
Cre02.g125200.t1	Cre02.g125200	0.74	0.549	FALSE
Cre02.g130150.t1	Cre02.g130150	0.32	0.000811	TRUE
Cre02.g130900.t1	Cre02.g130900	4.07	0.283	FALSE
Cre02.g131950.t1	Cre02.g131950	1.5	0.0122	FALSE
Cre02.g132350.t1	Cre02.g132350	0.18	0.121	FALSE
Cre02.g132600.t1	Cre02.g132600	0.84	0.63	FALSE
Cre02.g134509.t1	Cre02.g134509	1.08	0.378	FALSE
Cre02.g135800.t1	Cre02.g135800	0.32	0.0025	TRUE
Cre02.g136900.t1	Cre02.g136900	0.75	0.72	FALSE
Cre02.g137000.t1	Cre02.g137000	2.67	0.386	FALSE
Cre02.g139200.t1	Cre02.g139200	1.14	0.488	FALSE
Cre02.g139250.t1	Cre02.g139250	1.13	0.547	FALSE
Cre02.g139800.t1	Cre02.g139800	0.58	0.268	FALSE
Cre02.g146850.t1	Cre02.g146850	0.8	0.0886	FALSE
Cre02.g147950.t1	Cre02.g147950	0.6	0.000153	FALSE
Cre03.g152150.t1	Cre03.g152150	0.93	0.193	FALSE
Cre03.g154477.t1	Cre03.g154477	0.65	0.164	FALSE
Cre03.g154650.t1	Cre03.g154650	1.15	0.9	FALSE
Cre03.g155850.t1	Cre03.g155850	0.3	0.315	FALSE
Cre03.g156250.t1	Cre03.g156250	1.18	0.0231	FALSE
Cre03.g157050.t1	Cre03.g157050	0.22	0.00659	TRUE
Cre03.g158800.t1	Cre03.g158800	1.45	5.43e-05	FALSE
Cre03.g159550.t1	Cre03.g159550	1.41	0.75	FALSE
Cre03.g161800.t1	Cre03.g161800	1.49	0.762	FALSE
Cre03.g164700.t1	Cre03.g164700	1.09	0.699	FALSE
Cre03.g167200.t1	Cre03.g167200	1.42	0.558	FALSE
Cre03.g170450.t1	Cre03.g170450	2.22	0.25	FALSE
Cre03.g171750.t1	Cre03.g171750	1.03	0.973	FALSE
Cre03.g173000.t1	Cre03.g173000	1.64	0.781	FALSE
Cre03.g175550.t1	Cre03.g175550	0.14	0.114	FALSE
Cre03.g176100.t1	Cre03.g176100	1.09	0.555	FALSE
Cre03.g176200.t1	Cre03.g176200	1.28	0.766	FALSE
Cre03.g177050.t1	Cre03.g177050	1.59	0.0641	FALSE
Cre03.g177650.t1	Cre03.g177650	0.81	0.779	FALSE
Cre03.g185450.t1	Cre03.g185450	1.78	0.171	FALSE
Cre03.g189150.t1	Cre03.g189150	5.11	0.108	FALSE
Cre03.g189500.t1	Cre03.g189500	1.87	0.000741	FALSE
Cre03.g194350.t1	Cre03.g194350	0.73	0.137	FALSE
Cre03.g195400.t1	Cre03.g195400	0.76	0.42	FALSE
Cre03.g197450.t1	Cre03.g197450	2.69	0.032	TRUE
Cre03.g199300.t1	Cre03.g199300	2.82	2.49e-09	TRUE
Cre03.g200300.t1	Cre03.g200300	1.41	0.272	FALSE
Cre03.g201450.t1	Cre03.g201450	1.41	0.701	FALSE
Cre03.g202875.t1	Cre03.g202875	1.27	0.687	FALSE
Cre03.g206700.t1	Cre03.g206700	0.15	0.00924	TRUE
Cre03.g206750.t1	Cre03.g206750	5.61	0.0109	TRUE
Cre03.g208756.t1	Cre03.g208756	0.27	0.121	FALSE
Cre03.g210000.t1	Cre03.g210000	1.11	0.711	FALSE
Cre03.g211283.t1	Cre03.g211283	0.93	0.656	FALSE
Cre04.g214612.t1	Cre04.g214612	2.01	0.0899	FALSE
Cre04.g217000.t1	Cre04.g217000	0.63	0.0579	FALSE
Cre04.g221400.t1	Cre04.g221400	1.21	0.0216	FALSE
Cre04.g226700.t1	Cre04.g226700	3.19	0.081	FALSE
Cre04.g228550.t1	Cre04.g228550	6.93	0.000325	TRUE
Cre05.g230000.t1	Cre05.g230000	0.83	0.861	FALSE
Cre05.g231350.t1	Cre05.g231350	0.97	0.849	FALSE
Cre05.g233150.t1	Cre05.g233150	1.19	0.212	FALSE
Cre05.g233250.t1	Cre05.g233250	3.04	0.395	FALSE
Cre05.g233950.t1	Cre05.g233950	2.5	9.41e-07	TRUE
Cre05.g235650.t1	Cre05.g235650	0.31	0.00607	TRUE
Cre05.g236050.t1	Cre05.g236050	0.81	0.442	FALSE
Cre05.g238053.t1	Cre05.g238053	1.13	0.799	FALSE
Cre05.g241000.t1	Cre05.g241000	1.05	0.696	FALSE
Cre05.g244050.t1	Cre05.g244050	0.38	0.121	FALSE
Cre05.g246900.t1	Cre05.g246900	1.03	0.896	FALSE
Cre06.g251000.t1	Cre06.g251000	1.15	0.238	FALSE
Cre06.g252850.t1	Cre06.g252850	2.16	0.2	FALSE
Cre06.g255100.t1	Cre06.g255100	1.38	0.0497	FALSE
Cre06.g255850.t1	Cre06.g255850	1.15	0.642	FALSE
Cre06.g258363.t1	Cre06.g258363	0.48	0.23	FALSE
Cre06.g259100.t1	Cre06.g259100	0.88	0.62	FALSE
Cre06.g259450.t1	Cre06.g259450	0.61	0.109	FALSE
Cre06.g259950.t1	Cre06.g259950	0.99	0.991	FALSE
Cre06.g261400.t1	Cre06.g261400	0.92	0.871	FALSE
Cre06.g269600.t1	Cre06.g269600	0.66	0.108	FALSE
Cre06.g269650.t1	Cre06.g269650	0.66	0.0184	FALSE
Cre06.g271450.t1	Cre06.g271450	1.9	0.504	FALSE
Cre06.g272300.t1	Cre06.g272300	2.84	0.275	FALSE
Cre06.g273550.t1	Cre06.g273550	1.84	3.2e-09	FALSE
Cre06.g280350.t1	Cre06.g280350	8.72	0.00695	TRUE
Cre06.g280475.t1	Cre06.g280475	0.81	0.662	FALSE
Cre06.g284850.t1	Cre06.g284850	2.55	0.064	FALSE
Cre06.g285900.t1	Cre06.g285900	1.72	0.496	FALSE
Cre06.g288500.t1	Cre06.g288500	0.72	0.129	FALSE
Cre06.g290250.t1	Cre06.g290250	1.79	0.446	FALSE
Cre06.g290900.t1	Cre06.g290900	0.75	0.249	FALSE
Cre06.g291550.t1	Cre06.g291550	0.88	0.778	FALSE
Cre06.g294050.t1	Cre06.g294050	0.75	0.543	FALSE
Cre06.g296500.t1	Cre06.g296500	1.77	0.0167	FALSE
Cre06.g298950.t1	Cre06.g298950	2.34	0.571	FALSE
Cre06.g300550.t1	Cre06.g300550	0.64	0.0734	FALSE
Cre06.g303250.t1	Cre06.g303250	0.82	0.777	FALSE
Cre06.g307200.t1	Cre06.g307200	1.28	0.000155	FALSE
Cre06.g307250.t1	Cre06.g307250	1.6	0.229	FALSE
Cre06.g308950.t1	Cre06.g308950	1.46	0.325	FALSE
Cre07.g317500.t1	Cre07.g317500	0.37	0.131	FALSE
Cre07.g323600.t1	Cre07.g323600	2.5	1.29e-05	TRUE
Cre07.g331650.t1	Cre07.g331650	1.41	0.72	FALSE
Cre07.g332450.t1	Cre07.g332450	1.2	0.253	FALSE
Cre07.g332500.t1	Cre07.g332500	0.89	0.859	FALSE
Cre07.g333150.t1	Cre07.g333150	0.84	0.357	FALSE
Cre07.g335700.t1	Cre07.g335700	0.83	0.555	FALSE
Cre07.g336300.t1	Cre07.g336300	0.79	0.638	FALSE
Cre07.g336500.t1	Cre07.g336500	1.55	0.638	FALSE
Cre07.g336750.t1	Cre07.g336750	1.14	0.805	FALSE
Cre07.g338550.t1	Cre07.g338550	0.43	0.2	FALSE
Cre07.g341100.t1	Cre07.g341100	1.04	0.666	FALSE
Cre07.g344150.t1	Cre07.g344150	1.14	0.262	FALSE
Cre07.g346150.t1	Cre07.g346150	0.5	0.313	FALSE
Cre07.g347700.t1	Cre07.g347700	1.53	0.776	FALSE
Cre07.g349200.t1	Cre07.g349200	1.45	0.0897	FALSE
Cre07.g349250.t1	Cre07.g349250	1.43	0.014	FALSE
Cre07.g352800.t1	Cre07.g352800	0.88	0.722	FALSE
Cre07.g354650.t1	Cre07.g354650	0.97	0.972	FALSE
Cre07.g356500.t1	Cre07.g356500	0.13	0.108	FALSE
Cre07.g356600.t1	Cre07.g356600	0.82	0.106	FALSE
Cre08.g361850.t1	Cre08.g361850	1.52	0.0305	FALSE
Cre08.g368450.t1	Cre08.g368450	1.22	0.00647	FALSE
Cre08.g372850.t1	Cre08.g372850	1.15	0.789	FALSE
Cre08.g375850.t1	Cre08.g375850	0.71	0.371	FALSE
Cre08.g377750.t1	Cre08.g377750	1.76	0.646	FALSE
Cre08.g378000.t1	Cre08.g378000	0.78	0.361	FALSE
Cre08.g378500.t1	Cre08.g378500	0.82	0.00356	FALSE
Cre08.g378750.t1	Cre08.g378750	0.49	0.123	FALSE
Cre08.g380150.t1	Cre08.g380150	0.85	0.864	FALSE
Cre08.g384300.t1	Cre08.g384300	0.72	0.148	FALSE
Cre08.g386000.t1	Cre08.g386000	1.12	0.828	FALSE
Cre09.g386850.t1	Cre09.g386850	0.95	0.94	FALSE
Cre09.g388050.t1	Cre09.g388050	1.16	0.0907	FALSE
Cre09.g391100.t1	Cre09.g391100	1	0.999	FALSE
Cre09.g391753.t1	Cre09.g391753	0.89	0.635	FALSE
Cre09.g392500.t1	Cre09.g392500	1.17	0.748	FALSE
Cre09.g392850.t1	Cre09.g392850	0.81	0.748	FALSE
Cre09.g395050.t1	Cre09.g395050	2.37	0.00531	TRUE
Cre09.g395650.t1	Cre09.g395650	0.81	0.599	FALSE
Cre09.g400000.t1	Cre09.g400000	0.44	0.346	FALSE
Cre09.g400050.t1	Cre09.g400050	1.22	0.332	FALSE
Cre09.g400900.t1	Cre09.g400900	1.15	0.642	FALSE
Cre09.g402100.t1	Cre09.g402100	0.65	0.0375	FALSE
Cre09.g402550.t1	Cre09.g402550	1.94	0.175	FALSE
Cre09.g408350.t1	Cre09.g408350	1.38	0.458	FALSE
Cre09.g410250.t1	Cre09.g410250	0.72	0.324	FALSE
Cre09.g410500.t1	Cre09.g410500	1.52	0.492	FALSE
Cre09.g415600.t1	Cre09.g415600	0.81	0.188	FALSE
Cre09.g416700.t1	Cre09.g416700	1.41	0.00011	FALSE
Cre09.g416800.t1	Cre09.g416800	1.31	3.19e-06	FALSE
Cre09.g417200.t1	Cre09.g417200	0.84	0.638	FALSE
Cre10.g418450.t1	Cre10.g418450	0.62	1.35e-06	FALSE
Cre10.g419950.t1	Cre10.g419950	1.03	0.922	FALSE
Cre10.g422250.t1	Cre10.g422250	1.37	0.652	FALSE
Cre10.g430000.t1	Cre10.g430000	1.15	0.543	FALSE
Cre10.g430500.t1	Cre10.g430500	0.8	0.00534	FALSE
Cre10.g431500.t1	Cre10.g431500	0.83	0.476	FALSE
Cre10.g434200.t1	Cre10.g434200	0.78	0.0726	FALSE
Cre10.g439950.t1	Cre10.g439950	0.55	0.54	FALSE
Cre10.g440000.t1	Cre10.g440000	1.26	0.729	FALSE
Cre10.g441200.t1	Cre10.g441200	0.96	0.787	FALSE
Cre10.g441450.t1	Cre10.g441450	1.7	0.307	FALSE
Cre10.g441650.t1	Cre10.g441650	3.74	0.0667	FALSE
Cre10.g441850.t1	Cre10.g441850	2.34	0.476	FALSE
Cre10.g443350.t1	Cre10.g443350	0.64	0.707	FALSE
Cre10.g447100.t1	Cre10.g447100	1.38	0.0132	FALSE
Cre10.g449700.t1	Cre10.g449700	0.38	0.35	FALSE
Cre10.g449950.t1	Cre10.g449950	0.18	0.0655	FALSE
Cre10.g452350.t1	Cre10.g452350	0.89	0.568	FALSE
Cre10.g453200.t1	Cre10.g453200	1.17	0.655	FALSE
Cre10.g456600.t1	Cre10.g456600	0.93	0.728	FALSE
Cre10.g458550.t1	Cre10.g458550	1.42	0.049	FALSE
Cre10.g459400.t1	Cre10.g459400	1.01	0.902	FALSE
Cre10.g461000.t1	Cre10.g461000	0.27	0.0214	TRUE
Cre10.g461550.t1	Cre10.g461550	1.17	0.738	FALSE
Cre10.g461700.t1	Cre10.g461700	1.05	0.932	FALSE
Cre10.g462000.t1	Cre10.g462000	1.75	0.0795	FALSE
Cre11.g467400.t1	Cre11.g467400	0.95	0.834	FALSE
Cre11.g468200.t1	Cre11.g468200	0.47	0.191	FALSE
Cre11.g469150.t1	Cre11.g469150	1.01	0.876	FALSE
Cre11.g470500.t1	Cre11.g470500	1.71	0.287	FALSE
Cre11.g470700.t1	Cre11.g470700	1.03	0.929	FALSE
Cre11.g470850.t1	Cre11.g470850	0.08	0.11	FALSE
Cre11.g470950.t1	Cre11.g470950	0.08	0.132	FALSE
Cre11.g471550.t1	Cre11.g471550	1.09	0.571	FALSE
Cre11.g474200.t1	Cre11.g474200	0.2	0.0383	TRUE
Cre11.g474400.t1	Cre11.g474400	3.19	0.000576	TRUE
Cre11.g474900.t1	Cre11.g474900	0.46	0.0805	FALSE
Cre11.g475500.t1	Cre11.g475500	0.74	0.051	FALSE
Cre11.g475800.t1	Cre11.g475800	0.45	0.00715	TRUE
