transcript_id,num_detected,num_sampled,proportion,source,annotation_version,gene_id,gene_symbol,pathway_id,transcript_id_v5.3.1
Cre02.g078939.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre02.g078939,,,g1436.t1
Cre02.g078950.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g078950,,,Cre02.g078950.t1.3
Cre02.g078966.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g078966,,,g1437.t1
Cre02.g079000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079000,,,g1438.t1
Cre02.g079003.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079003,,['Creinhardtii TRIGLSYN-PWY'],g1439.t1
Cre02.g079004.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079004,,,g1440.t1
Cre02.g079005.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079005,,,Cre02.g079000.t1.2
Cre02.g079050.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Boyle_2012']",v5.5,Cre02.g079050,DGTT5,['Creinhardtii TRIGLSYN-PWY'],Cre02.g079050.t1.3
Cre02.g079100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079100,,,Cre02.g079100.t1.3
Cre02.g079150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079150,,,Cre02.g079150.t1.3
Cre02.g079200.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre02.g079200,,,Cre02.g079200.t1.2
Cre02.g079250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079250,,,Cre02.g079250.t1.3
Cre02.g079300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g079300,,,Cre02.g079300.t1.2
Cre02.g079351.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g079351,,,g1449.t1
Cre02.g079400.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g079400,,,Cre02.g079400.t1.2
Cre02.g079450.t1.1,2,2,0.25,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g079450,,,Cre02.g079450.t1.3
Cre02.g079500.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g079500,,,Cre02.g079500.t1.3
Cre02.g079550.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g079550,DRP2,,Cre02.g079550.t1.2
Cre02.g079600.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g079600,,['Creinhardtii TRNA-CHARGING-PWY'],Cre02.g079600.t1.2
Cre02.g079650.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g079650,,,Cre02.g079650.t1.3
Cre02.g079700.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g079700,,"['Creinhardtii PWY-5686', 'Creinhardtii PWY-7211', 'Creinhardtii PWY0-162']",Cre02.g079700.t1.2
Cre02.g079750.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g079750,,,Cre02.g079750.t1.3
Cre02.g079800.t1.2,0,3,0.0,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g079800,,,Cre02.g079800.t1.2
Cre02.g079850.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079850,,,Cre02.g079850.t1.3
Cre02.g079926.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g079926,,,g1460.t1
Cre02.g080000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080000,,,Cre02.g080000.t1.2
Cre02.g080050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080050,,,Cre02.g080050.t1.2
Cre02.g080100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080100,,,Cre02.g080100.t1.3
Cre02.g080150.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g080150,,,Cre02.g080150.t1.3
Cre02.g080200.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g080200,TRK1,"['Creinhardtii CALVIN-PWY', 'Creinhardtii NONOXIPENT-PWY', 'Creinhardtii PENTOSE-P-PWY', 'Creinhardtii PWY-5723']",Cre02.g080200.t1.2
Cre02.g080250.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g080250,YLMG1,,Cre02.g080250.t1.2
Cre02.g080300.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080300,,,Cre02.g080300.t1.2
Cre02.g080350.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g080350,,,Cre02.g080350.t1.3
Cre02.g080400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080400,,,Cre02.g080400.t1.3
Cre02.g080450.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g080450,,,Cre02.g080450.t1.2
Cre02.g080500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g080500,,['Creinhardtii PWY-6313'],Cre02.g080500.t1.2
Cre02.g080550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080550,,,Cre02.g080550.t1.3
Cre02.g080600.t1.2,2,3,0.25,"['Bajhaiya_2016', 'Blaby_2013', 'Kwak_2017']",v5.5,Cre02.g080600,,,Cre02.g080600.t1.2
Cre02.g080650.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g080650,HSP90B,,Cre02.g080650.t1.2
Cre02.g080700.t1.2,2,2,0.25,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g080700,,,g1475.t1
Cre02.g080750.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g080750,,,Cre02.g080750.t1.2
Cre02.g080800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080800,,,Cre02.g080800.t1.2
Cre02.g080850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g080850,CYN47,['Creinhardtii PWY-7214'],Cre02.g080850.t1.2
Cre02.g080900.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Juergens_2015']",v5.5,Cre02.g080900,,,Cre02.g080900.t1.2
Cre02.g080950.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g080950,,,Cre02.g080950.t1.2
Cre02.g081000.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g081000,,,Cre02.g081000.t1.2
Cre02.g081050.t1.2,2,2,0.25,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g081050,FAP24,,Cre02.g081050.t1.2
Cre02.g081100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081100,,,Cre02.g081100.t1.2
Cre02.g081150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081150,,,Cre02.g081150.t1.3
Cre02.g081176.t1.2,1,1,0.125,['Blaby_2013'],v5.5,Cre02.g081176,,,Cre02.g081176.t2.1
Cre02.g081176.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g081176,,,Cre02.g081176.t1.2
Cre02.g081200.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081200,,,Cre02.g081200.t1.2
Cre02.g081250.t1.2,2,3,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre02.g081250,,,Cre02.g081250.t1.2
Cre02.g081300.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g081300,,,Cre02.g081300.t1.3
Cre02.g081350.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081350,,['Creinhardtii PWY-5381'],g1489.t1
Cre02.g081400.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g081400,,"['Creinhardtii BRANCHED-CHAIN-AA-SYN-PWY', 'Creinhardtii ILEUDEG-PWY', 'Creinhardtii ILEUSYN-PWY', 'Creinhardtii LEU-DEG2-PWY', 'Creinhardtii LEUSYN-PWY', 'Creinhardtii PWY-3001', 'Creinhardtii PWY-6854', 'Creinhardtii VALDEG-PWY', 'Creinhardtii VALSYN-PWY']",Cre02.g081400.t1.2
Cre02.g081450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081450,CGL123,,Cre02.g081450.t1.2
Cre02.g081500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081500,,,Cre02.g081500.t1.2
Cre02.g081550.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g081550,,"['Creinhardtii PWY-7219', 'Creinhardtii PWY-7229', 'Creinhardtii PWY-841']",Cre02.g081550.t1.2
Cre02.g081600.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081600,,,Cre02.g081600.t1.3
Cre02.g081650.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081650,,,g1495.t1
Cre02.g081700.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g081700,,,Cre02.g081700.t1.1
Cre02.g081750.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081750,,,Cre02.g081750.t1.3
Cre02.g081800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081800,,,Cre02.g081800.t1.2
Cre02.g081850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g081850,,,Cre02.g081850.t1.3
Cre02.g081900.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g081900,,,Cre02.g081900.t1.2
Cre02.g081950.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g081950,,,Cre02.g081950.t1.3
Cre02.g082000.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g082000,,,Cre02.g082000.t1.2
Cre02.g082050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g082050,,,Cre02.g082050.t1.3
Cre02.g082100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082100,,,Cre02.g082100.t1.3
Cre02.g082150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082150,,"['Creinhardtii HOMOSER-THRESYN-PWY', 'Creinhardtii PWY-3001', 'Creinhardtii THRESYN-PWY']",Cre02.g082150.t1.3
Cre02.g082200.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g082200,,"['Creinhardtii HOMOSER-THRESYN-PWY', 'Creinhardtii PWY-3001', 'Creinhardtii THRESYN-PWY']",Cre02.g082200.t1.3
Cre02.g082250.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g082250,,"['Creinhardtii HOMOSER-THRESYN-PWY', 'Creinhardtii PWY-3001', 'Creinhardtii THRESYN-PWY']",Cre02.g082250.t1.3
Cre02.g082300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g082300,,,Cre02.g082300.t1.2
Cre02.g082350.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g082350,CUTA1,,Cre02.g082350.t1.3
Cre02.g082400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082400,,,Cre02.g082400.t1.3
Cre02.g082450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082450,,,Cre02.g082450.t1.2
Cre02.g082500.t1.1,2,4,0.25,"['Hemme_2014', 'Bajhaiya_2016', 'Juergens_2015', 'Kwak_2017']",v5.5,Cre02.g082500,PSAN,,Cre02.g082500.t1.3
Cre02.g082550.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre02.g082550,ZEP1,,Cre02.g082550.t1.2
Cre02.g082576.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082576,,,g1514.t1
Cre02.g082600.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082600,,,Cre02.g082600.t1.3
Cre02.g082651.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082651,,,Cre02.g082650.t1.2
Cre02.g082700.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082700,,,Cre02.g082700.t1.2
Cre02.g082750.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g082750,PSBX,,Cre02.g082750.t1.2
Cre02.g082800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082800,,,Cre02.g082800.t1.2
Cre02.g082825.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082825,,"['Creinhardtii PWY-6281', 'Creinhardtii TRNA-CHARGING-PWY']",Cre02.g082850.t1.2
Cre02.g082852.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g082852,,,g1521.t1
Cre02.g082877.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082877,,"['Creinhardtii PWY-6281', 'Creinhardtii TRNA-CHARGING-PWY']",g1522.t1
Cre02.g082900.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g082900,,,Cre02.g082900.t1.3
Cre02.g082950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g082950,,,Cre02.g082950.t1.3
Cre02.g083000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083000,,,Cre02.g083000.t1.2
Cre02.g083050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083050,,,Cre02.g083050.t1.3
Cre02.g083065.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083065,,,Cre02.g083065.t1.2
Cre02.g083100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083100,,,Cre02.g083100.t1.2
Cre02.g083180.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083180,,,g1529.t1
Cre02.g083259.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083259,,,Cre02.g083259.t1.2
Cre02.g083273.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083273,,,Cre02.g083273.t1.2
Cre02.g083300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083300,,,Cre02.g083300.t1.3
Cre02.g083350.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083350,,,Cre02.g083350.t1.3
Cre02.g083354.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083354,,,g1534.t1
Cre02.g083400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083400,,,Cre02.g083400.t1.3
Cre02.g083450.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083450,,,Cre02.g083450.t1.3
Cre02.g083500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083500,,,Cre02.g083500.t1.2
Cre02.g083550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083550,,,Cre02.g083550.t1.3
Cre02.g083600.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083600,,,Cre02.g083600.t1.2
Cre02.g083650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083650,,,Cre02.g083650.t1.3
Cre02.g083700.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083700,,,Cre02.g083700.t1.3
Cre02.g083750.t1.1,0,1,0.0,['Gargouri_2015'],v5.5,Cre02.g083750,,,g1542.t2
Cre02.g083750.t2.1,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre02.g083750,,,g1542.t1
Cre02.g083800.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083800,,,Cre02.g083800.t1.2
Cre02.g083800.t2.1,0,1,0.0,['Hemme_2014'],v5.5,Cre02.g083800,,,Cre02.g083800.t2.1
Cre02.g083850.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g083850,,,Cre02.g083850.t1.3
Cre02.g083900.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g083900,,,Cre02.g083900.t1.3
Cre02.g083935.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g083935,,,Cre02.g083935.t1.2
Cre02.g083950.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g083950,PSRP3,,Cre02.g083950.t1.1
Cre02.g084000.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g084000,,,Cre02.g084000.t1.2
Cre02.g084050.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084050,SEC62,,Cre02.g084050.t1.2
Cre02.g084100.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084100,,,Cre02.g084100.t1.2
Cre02.g084150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g084150,,,g1551.t1
Cre02.g084176.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g084176,,,g1552.t1
Cre02.g084200.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084200,,,Cre02.g084200.t1.2
Cre02.g084250.t1.2,1,1,0.125,['Blaby_2013'],v5.5,Cre02.g084250,,,Cre02.g084250.t2.1
Cre02.g084250.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084250,,,Cre02.g084250.t1.1
Cre02.g084300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084300,COQ5C,,Cre02.g084300.t1.2
Cre02.g084350.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084350,CGLD1,,Cre02.g084350.t1.2
Cre02.g084400.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084400,,,Cre02.g084400.t1.2
Cre02.g084450.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084450,,,Cre02.g084450.t1.2
Cre02.g084500.t1.1,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g084500,CGL134,,Cre02.g084500.t1.3
Cre02.g084550.t1.2,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre02.g084550,,,Cre02.g084550.t1.2
Cre02.g084600.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g084600,,,Cre02.g084600.t1.2
Cre02.g084650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084650,,,Cre02.g084650.t1.2
Cre02.g084700.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g084700,,,Cre02.g084700.t1.2
Cre02.g084750.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084750,,,Cre02.g084750.t1.3
Cre02.g084800.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084800,,,Cre02.g084800.t1.2
Cre02.g084850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g084850,,,Cre02.g084850.t1.3
Cre02.g084873.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g084873,,,Cre02.g084873.t1.2
Cre02.g084900.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g084900,,,Cre02.g084900.t1.2
Cre02.g084950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g084950,CYG71,"['Creinhardtii PWY-7221', 'Creinhardtii PWY-7228', 'Creinhardtii PWY-841']",Cre02.g084950.t1.2
Cre02.g085000.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085000,,,Cre02.g085000.t1.3
Cre02.g085050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085050,,,Cre02.g085050.t1.2
Cre02.g085100.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g085100,CYG59,,Cre02.g085100.t1.2
Cre02.g085150.t1.1,0,1,0.0,['Gargouri_2015'],v5.5,Cre02.g085150,,,Cre02.g085150.t2.1
Cre02.g085150.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g085150,,,Cre02.g085150.t1.3
Cre02.g085200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085200,,,Cre02.g085200.t1.1
Cre02.g085257.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085257,,,Cre02.g085257.t1.2
Cre02.g085279.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085279,,,g1576.t1
Cre02.g085300.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085300,,,Cre02.g085300.t1.2
Cre02.g085326.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085326,,,g1578.t1
Cre02.g085350.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085350,,,Cre02.g085350.t1.3
Cre02.g085400.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g085400,,,g1580.t1
Cre02.g085450.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g085450,,"['Creinhardtii CHLOROPHYLL-SYN', 'Creinhardtii HEME-BIOSYNTHESIS-II']",Cre02.g085450.t1.2
Cre02.g085500.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g085500,,,Cre02.g085500.t1.2
Cre02.g085550.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g085550,,,Cre02.g085550.t1.2
Cre02.g085600.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085600,,,Cre02.g085600.t1.2
Cre02.g085650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085650,,,Cre02.g085650.t1.3
Cre02.g085701.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g085701,,,Cre02.g085700.t1.3
Cre02.g085750.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g085750,,,Cre02.g085750.t1.3
Cre02.g085800.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g085800,,,Cre02.g085800.t1.3
Cre02.g085850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g085850,,,Cre02.g085850.t1.3
Cre02.g085900.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g085900,,"['Creinhardtii PWY-2301', 'Creinhardtii PWY-6358', 'Creinhardtii PWY-6363']",Cre02.g085900.t1.2
Cre02.g085950.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g085950,,,Cre02.g085950.t1.2
Cre02.g086000.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086000,,,Cre02.g086000.t1.3
Cre02.g086050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086050,,['Creinhardtii PWY-6019'],Cre02.g086050.t1.3
Cre02.g086076.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086076,,,Cre02.g086076.t1.2
Cre02.g086100.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g086100,CGL40,,Cre02.g086100.t1.2
Cre02.g086150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086150,,,Cre02.g086150.t1.2
Cre02.g086200.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre02.g086200,,,Cre02.g086200.t1.2
Cre02.g086250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086250,,,Cre02.g086250.t1.3
Cre02.g086300.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086300,,,Cre02.g086300.t1.3
Cre02.g086326.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086326,,,g1600.t1
Cre02.g086350.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086350,,,g1601.t1
Cre02.g086400.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086400,,,Cre02.g086400.t1.2
Cre02.g086428.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086428,,,g1603.t1
Cre02.g086456.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086456,,,Cre02.g086450.t1.3
Cre02.g086500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086500,,,Cre02.g086500.t1.2
Cre02.g086550.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086550,CGL122,,Cre02.g086550.t1.3
Cre02.g086600.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086600,,,Cre02.g086600.t1.2
Cre02.g086650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086650,,,Cre02.g086650.t1.2
Cre02.g086700.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086700,,,Cre02.g086700.t1.2
Cre02.g086750.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g086750,,,Cre02.g086750.t1.3
Cre02.g086800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086800,,,Cre02.g086800.t1.2
Cre02.g086850.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre02.g086850,,,Cre02.g086850.t1.3
Cre02.g086887.t3.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g086887,,,Cre02.g086950.t1.2
Cre02.g087000.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g087000,,,g1614.t1
Cre02.g087050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g087050,,,Cre02.g087050.t1.3
Cre02.g087100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g087100,,,Cre02.g087100.t1.2
Cre02.g087150.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g087150,,,Cre02.g087150.t1.2
Cre02.g087200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g087200,,,Cre02.g087200.t1.3
Cre02.g087250.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre02.g087250,,,Cre02.g087250.t1.1
Cre02.g087300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g087300,,,Cre02.g087300.t1.3
Cre02.g087324.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre02.g087324,,,Cre02.g087324.t1.3
Cre02.g087350.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g087350,,,Cre02.g087350.t1.3
Cre02.g087400.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g087400,,,Cre02.g087400.t1.2
Cre02.g087450.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre02.g087450,,,Cre02.g087450.t1.2
