transcript_id,num_detected,num_sampled,proportion,source,annotation_version,gene_id,gene_symbol,pathway_id,transcript_id_v5.3.1
Cre06.g302300.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302300,,,Cre06.g302300.t1.2
Cre06.g302305.t1.2,1,2,0.125,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre06.g302305,,,Cre06.g302305.t1.2
Cre06.g302350.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g302350,,,Cre06.g302350.t1.3
Cre06.g302389.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302389,,,Cre06.g302389.t1.2
Cre06.g302400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302400,,,Cre06.g302400.t1.3
Cre06.g302426.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302426,,,g7001.t1
Cre06.g302450.t1.1,0,1,0.0,['Kwak_2017'],v5.5,Cre06.g302450,,,Cre06.g302450.t2.1
Cre06.g302450.t2.1,0,2,0.0,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g302450,,,Cre06.g302450.t1.3
Cre06.g302500.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g302500,,,Cre06.g302500.t1.2
Cre06.g302551.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302551,,,g7005.t1
Cre06.g302600.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302600,,,Cre06.g302600.t1.3
Cre06.g302650.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g302650,RRM5,,Cre06.g302650.t1.2
Cre06.g302700.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g302700,,,Cre06.g302700.t1.3
Cre06.g302750.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g302750,,,Cre06.g302750.t1.2
Cre06.g302800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302800,,,Cre06.g302800.t1.2
Cre06.g302850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302850,,,Cre06.g302850.t1.2
Cre06.g302900.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302900,,,Cre06.g302900.t1.3
Cre06.g302950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g302950,,,Cre06.g302950.t1.3
Cre06.g303000.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303000,,,Cre06.g303000.t1.3
Cre06.g303050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303050,,,Cre06.g303050.t1.2
Cre06.g303100.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303100,,,Cre06.g303100.t1.2
Cre06.g303150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303150,,,Cre06.g303150.t1.3
Cre06.g303171.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303171,,,Cre06.g303171.t1.2
Cre06.g303183.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303183,,,Cre06.g303183.t1.2
Cre06.g303192.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303192,,,g7020.t1
Cre06.g303200.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g303200,,,g7021.t1
Cre06.g303251.t1.1,2,2,0.25,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g303251,,,g7022.t1
Cre06.g303300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303300,CYN37,,Cre06.g303300.t1.2
Cre06.g303350.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303350,,,Cre06.g303350.t1.2
Cre06.g303400.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303400,FAP16,,Cre06.g303400.t1.1
Cre06.g303450.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303450,,,Cre06.g303450.t1.3
Cre06.g303483.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303483,,,Cre06.g303483.t1.2
Cre06.g303500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303500,,,Cre06.g303500.t1.2
Cre06.g303536.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303536,,,Cre06.g303550.t1.3
Cre06.g303572.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303572,,,Cre06.g303572.t1.2
Cre06.g303600.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303600,,,Cre06.g303600.t1.3
Cre06.g303650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303650,,,Cre06.g303650.t1.3
Cre06.g303700.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303700,,,Cre06.g303700.t1.2
Cre06.g303751.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303751,,,g7034.t1
Cre06.g303800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303800,,,Cre06.g303800.t1.2
Cre06.g303850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303850,,,Cre06.g303850.t1.3
Cre06.g303900.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g303900,,,Cre06.g303900.t1.3
Cre06.g303950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g303950,,,Cre06.g303950.t1.2
Cre06.g304000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304000,,,Cre06.g304000.t1.2
Cre06.g304050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g304050,,,Cre06.g304050.t1.3
Cre06.g304100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304100,,,Cre06.g304100.t1.2
Cre06.g304150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304150,,,Cre06.g304150.t1.3
Cre06.g304250.t1.1,0,2,0.0,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre06.g304250,,,Cre06.g304250.t1.3
Cre06.g304300.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g304300,,,Cre06.g304300.t1.2
Cre06.g304350.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g304350,,"['Creinhardtii PWY-3781', 'Creinhardtii PWY-7279']",Cre06.g304350.t1.2
Cre06.g304400.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g304400,SOUL4,,Cre06.g304400.t1.3
Cre06.g304450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304450,,,g7048.t1
Cre06.g304500.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g304500,,,Cre06.g304500.t1.2
Cre06.g304550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304550,,,Cre06.g304550.t1.3
Cre06.g304600.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g304600,,,Cre06.g304600.t1.2
Cre06.g304650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304650,,"['Creinhardtii PWY-6351', 'Creinhardtii PWY-6352']",Cre06.g304650.t1.3
Cre06.g304700.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304700,,,Cre06.g304700.t1.2
Cre06.g304750.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g304750,,,Cre06.g304750.t1.2
Cre06.g304800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304800,,,Cre06.g304800.t1.2
Cre06.g304850.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g304850,,,Cre06.g304850.t1.3
Cre06.g304876.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g304876,,,Cre06.g304876.t1.3
Cre06.g304913.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g304913,,,g7058.t1
Cre06.g304950.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g304950,,,Cre06.g304950.t1.2
Cre06.g305000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305000,,,Cre06.g305000.t1.2
Cre06.g305050.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305050,CGL45,,Cre06.g305050.t1.3
Cre06.g305100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305100,,,Cre06.g305100.t1.3
Cre06.g305150.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g305150,,,Cre06.g305150.t1.3
Cre06.g305200.t1.1,1,2,0.125,"['Bajhaiya_2016', 'Gargouri_2015']",v5.5,Cre06.g305200,,,Cre06.g305200.t1.3
Cre06.g305250.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305250,,,Cre06.g305250.t1.3
Cre06.g305251.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g305251,,,Cre06.g305251.t1.2
Cre06.g305302.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g305302,,,g7067.t1
Cre06.g305350.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305350,,,Cre06.g305350.t1.3
Cre06.g305400.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305400,,,Cre06.g305400.t1.2
Cre06.g305450.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305450,,,Cre06.g305450.t1.3
Cre06.g305500.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305500,,,Cre06.g305500.t1.2
Cre06.g305516.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305516,,,g7072.t1
Cre06.g305550.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305550,,,Cre06.g305550.t1.2
Cre06.g305600.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305600,,,Cre06.g305600.t1.2
Cre06.g305650.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305650,,,Cre06.g305650.t1.2
Cre06.g305700.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305700,,,Cre06.g305700.t1.3
Cre06.g305750.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g305750,,,Cre06.g305750.t1.2
Cre06.g305800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305800,,,Cre06.g305800.t1.2
Cre06.g305850.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305850,,,Cre06.g305850.t1.3
Cre06.g305900.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305900,CPLD22,,Cre06.g305900.t1.3
Cre06.g305950.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g305950,,,Cre06.g305950.t1.2
Cre06.g306000.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306000,,,Cre06.g306000.t1.3
Cre06.g306007.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306007,,,g7083.t1
Cre06.g306014.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306014,,,g7084.t1
Cre06.g306021.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306021,,,g7085.t1
Cre06.g306028.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306028,,,g7086.t1
Cre06.g306035.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306035,,,Cre06.g306031.t1.3
Cre06.g306050.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306050,,,Cre06.g306050.t1.3
Cre06.g306057.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306057,,,Cre06.g306057.t1.2
Cre06.g306079.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306079,,,g7091.t1
Cre06.g306100.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306100,,,Cre06.g306100.t1.2
Cre06.g306150.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306150,,,Cre06.g306150.t1.3
Cre06.g306200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306200,,,Cre06.g306200.t1.3
Cre06.g306250.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306250,,,Cre06.g306250.t1.2
Cre06.g306300.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g306300,,['Creinhardtii CHLOROPHYLL-SYN'],Cre06.g306300.t1.2
Cre06.g306350.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306350,FDX3,,Cre06.g306350.t1.2
Cre06.g306400.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306400,,,g7098.t1
Cre06.g306450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306450,,,Cre06.g306450.t1.2
Cre06.g306501.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306501,,,Cre06.g306500.t1.3
Cre06.g306550.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306550,,,Cre06.g306550.t1.3
Cre06.g306601.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306601,,"['Creinhardtii PWY-6545', 'Creinhardtii TRPSYN-PWY']",g7102.t1
Cre06.g306650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306650,,,g7103.t1
Cre06.g306700.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306700,,,Cre06.g306700.t1.3
Cre06.g306726.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306726,,,g7105.t1
Cre06.g306750.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306750,FAP290,,Cre06.g306750.t1.2
Cre06.g306800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306800,CGL126,,Cre06.g306800.t1.2
Cre06.g306850.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g306850,,,Cre06.g306850.t1.2
Cre06.g306900.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306900,,,Cre06.g306900.t1.3
Cre06.g306950.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g306950,,,g7110.t1
Cre06.g307012.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307012,,,Cre06.g307050.t1.3
Cre06.g307075.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307075,,,Cre06.g307075.t1.2
Cre06.g307100.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307100,AKC2,,Cre06.g307100.t1.3
Cre06.g307150.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g307150,AMYB1,['Creinhardtii PWY-6724'],Cre06.g307150.t1.3
Cre06.g307200.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g307200,,,Cre06.g307200.t1.2
Cre06.g307250.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g307250,,,Cre06.g307250.t1.2
Cre06.g307300.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307300,,,Cre06.g307300.t1.3
Cre06.g307350.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g307350,,,Cre06.g307350.t1.3
Cre06.g307400.t2.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g307400,,,Cre06.g307400.t1.2
Cre06.g307450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307450,,,Cre06.g307450.t1.2
Cre06.g307500.t1.1,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g307500,LCIC,,Cre06.g307500.t1.1
Cre06.g307551.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g307551,,,Cre06.g307550.t1.3
Cre06.g307600.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307600,,,Cre06.g307600.t1.2
Cre06.g307650.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307650,,,Cre06.g307650.t1.3
Cre06.g307700.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307700,,,Cre06.g307700.t1.3
Cre06.g307750.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre06.g307750,,,Cre06.g307750.t1.2
Cre06.g307800.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307800,CYN49,,Cre06.g307800.t1.2
Cre06.g307850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g307850,,,Cre06.g307850.t1.2
Cre06.g307900.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g307900,FAP141,,Cre06.g307900.t1.2
Cre06.g307950.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g307950,,,Cre06.g307950.t1.3
Cre06.g308000.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308000,,,Cre06.g308000.t1.2
Cre06.g308050.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g308050,,,Cre06.g308050.t1.2
Cre06.g308100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308100,,['Creinhardtii PWY-5138'],Cre06.g308100.t1.2
Cre06.g308150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308150,DNJ23,,Cre06.g308150.t1.2
Cre06.g308200.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308200,,,Cre06.g308200.t1.3
Cre06.g308250.t1.2,1,3,0.125,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g308250,RPS4,,Cre06.g308250.t1.2
Cre06.g308300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g308300,,,Cre06.g308300.t1.2
Cre06.g308350.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g308350,,,Cre06.g308350.t1.2
Cre06.g308400.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308400,,['Creinhardtii PWY-6368'],Cre06.g308400.t1.2
Cre06.g308450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308450,,,Cre06.g308450.t1.2
Cre06.g308500.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g308500,,"['Creinhardtii ARGSYN-PWY', 'Creinhardtii ARGSYNBSUB-PWY', 'Creinhardtii GLUTAMINDEG-PWY', 'Creinhardtii PWY-4984', 'Creinhardtii PWY-5686', 'Creinhardtii PWY-7211', 'Creinhardtii PWY0-162']",Cre06.g308500.t1.2
Cre06.g308533.t1.1,1,2,0.125,"['Hemme_2014', 'Kwak_2017']",v5.5,Cre06.g308533,PSRP6,,Cre06.g308550.t2.1
Cre06.g308533.t2.1,2,2,0.25,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g308533,PSRP6,,Cre06.g308550.t1.2
Cre06.g308600.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g308600,,,Cre06.g308600.t1.2
Cre06.g308650.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308650,,,Cre06.g308650.t1.3
Cre06.g308700.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g308700,,['Creinhardtii PWY-5885'],Cre06.g308700.t1.2
Cre06.g308750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g308750,,,Cre06.g308750.t1.2
Cre06.g308850.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g308850,,,Cre06.g308850.t1.2
Cre06.g308900.t1.2,0,2,0.0,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g308900,,,Cre06.g308900.t1.2
Cre06.g308950.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g308950,,,Cre06.g308950.t1.2
Cre06.g309000.t1.2,2,2,0.25,"['Bajhaiya_2016', 'Blaby_2013']",v5.5,Cre06.g309000,NAR1.2,,Cre06.g309000.t1.2
Cre06.g309050.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309050,,,Cre06.g309050.t1.2
Cre06.g309100.t1.2,3,3,0.375,"['Hemme_2014', 'Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g309100,,,Cre06.g309100.t1.2
Cre06.g309150.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309150,,,Cre06.g309150.t1.2
Cre06.g309200.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g309200,,,Cre06.g309200.t1.2
Cre06.g309300.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g309300,,,Cre06.g309300.t1.2
Cre06.g309350.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309350,,,Cre06.g309350.t1.2
Cre06.g309450.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g309450,,,Cre06.g309450.t1.2
Cre06.g309500.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309500,OPR28,,Cre06.g309500.t1.3
Cre06.g309550.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309550,,,Cre06.g309550.t1.3
Cre06.g309600.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g309600,,,Cre06.g309600.t1.3
Cre06.g309650.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309650,,,g7164.t1
Cre06.g309684.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309684,,,g7165.t1
Cre06.g309717.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309717,,,g7166.t1
Cre06.g309750.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309750,,,Cre06.g309750.t1.2
Cre06.g309800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309800,,,Cre06.g309800.t1.3
Cre06.g309826.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309826,,['Creinhardtii PWY-4381'],g7169.t1
Cre06.g309850.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309850,,,Cre06.g309850.t1.3
Cre06.g309900.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g309900,,,Cre06.g309900.t1.2
Cre06.g309951.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g309951,,,Cre06.g309950.t1.3
Cre06.g310000.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g310000,,,Cre06.g310000.t1.2
Cre06.g310050.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g310050,CPL13,,Cre06.g310050.t1.2
Cre06.g310100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310100,,,Cre06.g310100.t1.2
Cre06.g310150.t2.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310150,,,Cre06.g310150.t1.2
Cre06.g310200.t1.2,3,3,0.375,"['Bajhaiya_2016', 'Goodenough_2014', 'Blaby_2013']",v5.5,Cre06.g310200,,,Cre06.g310200.t1.2
Cre06.g310250.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g310250,,,Cre06.g310250.t1.2
Cre06.g310276.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310276,,,g7179.t1
Cre06.g310300.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310300,,,Cre06.g310300.t1.2
Cre06.g310350.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310350,,,Cre06.g310350.t1.2
Cre06.g310400.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g310400,,,Cre06.g310400.t1.2
Cre06.g310450.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310450,,,Cre06.g310450.t1.2
Cre06.g310500.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310500,,,Cre06.g310500.t1.2
Cre06.g310545.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310545,,,Cre06.g310545.t1.2
Cre06.g310550.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310550,HY5,,Cre06.g310550.t1.2
Cre06.g310576.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310576,,,g7187.t1
Cre06.g310601.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310601,,,g7188.t1
Cre06.g310650.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310650,,,Cre06.g310650.t1.2
Cre06.g310700.t1.2,0,2,0.0,"['Hemme_2014', 'Kwak_2017']",v5.5,Cre06.g310700,RPL36A,,Cre06.g310700.t2.1
Cre06.g310700.t2.1,1,2,0.125,"['Bajhaiya_2016', 'Kwak_2017']",v5.5,Cre06.g310700,RPL36A,,Cre06.g310700.t1.2
Cre06.g310750.t1.2,1,2,0.125,"['Hemme_2014', 'Bajhaiya_2016']",v5.5,Cre06.g310750,,,Cre06.g310750.t1.2
Cre06.g310800.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310800,,,Cre06.g310800.t1.3
Cre06.g310850.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g310850,,,Cre06.g310850.t1.2
Cre06.g310900.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g310900,,,Cre06.g310900.t1.2
Cre06.g310950.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g310950,,,Cre06.g310950.t1.2
Cre06.g311000.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g311000,FBT2,,Cre06.g311000.t1.3
Cre06.g311050.t1.2,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g311050,,['Creinhardtii PWY-5046'],Cre06.g311050.t1.2
Cre06.g311100.t1.2,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g311100,,,Cre06.g311100.t1.2
Cre06.g311150.t1.1,0,1,0.0,['Bajhaiya_2016'],v5.5,Cre06.g311150,,,Cre06.g311150.t1.3
Cre06.g311200.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g311200,,,Cre06.g311200.t1.3
Cre06.g311250.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g311250,,,Cre06.g311250.t1.3
Cre06.g311300.t1.1,1,1,0.125,['Bajhaiya_2016'],v5.5,Cre06.g311300,,,Cre06.g311300.t1.3
